idx,n_gt,n_pred,count_error,iou_sem,dice_sem,mAP,tp_50,fp_50,fn_50,ap_50,tp_55,fp_55,fn_55,ap_55,tp_60,fp_60,fn_60,ap_60,tp_65,fp_65,fn_65,ap_65,tp_70,fp_70,fn_70,ap_70,tp_75,fp_75,fn_75,ap_75,tp_80,fp_80,fn_80,ap_80,tp_85,fp_85,fn_85,ap_85,tp_90,fp_90,fn_90,ap_90,tp_95,fp_95,fn_95,ap_95
15,39,49,10,0.540628,0.701828,0.436364,34,15,5,0.772727,31,18,8,0.704545,29,20,10,0.659091,28,21,11,0.636364,24,25,15,0.545455,23,26,16,0.522727,13,36,26,0.295455,6,43,33,0.136364,4,45,35,0.090909,0,49,39,0.0
16,11,10,1,0.643756,0.783274,0.67619,9,1,2,0.857143,9,1,2,0.857143,9,1,2,0.857143,9,1,2,0.857143,9,1,2,0.857143,9,1,2,0.857143,8,2,3,0.761905,5,5,6,0.47619,4,6,7,0.380952,0,10,11,0.0
17,5,7,2,0.456238,0.626598,0.333333,4,3,1,0.666667,3,4,2,0.5,3,4,2,0.5,2,5,3,0.333333,2,5,3,0.333333,2,5,3,0.333333,2,5,3,0.333333,1,6,4,0.166667,1,6,4,0.166667,0,7,5,0.0
18,38,24,14,0.672465,0.80416,0.316129,17,7,21,0.548387,15,9,23,0.483871,13,11,25,0.419355,12,12,26,0.387097,11,13,27,0.354839,11,13,27,0.354839,9,15,29,0.290323,6,18,32,0.193548,3,21,35,0.096774,1,23,37,0.032258
19,20,14,6,0.558168,0.716442,0.405882,11,3,9,0.647059,11,3,9,0.647059,11,3,9,0.647059,11,3,9,0.647059,8,6,12,0.470588,7,7,13,0.411765,6,8,14,0.352941,3,11,17,0.176471,1,13,19,0.058824,0,14,20,0.0
20,11,11,0,0.554958,0.713792,0.654545,10,1,1,0.909091,10,1,1,0.909091,10,1,1,0.909091,10,1,1,0.909091,10,1,1,0.909091,9,2,2,0.818182,6,5,5,0.545455,4,7,7,0.363636,2,9,9,0.181818,1,10,10,0.090909
21,6,6,0,0.711788,0.831631,0.933333,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,2,4,4,0.333333
22,15,11,4,0.707571,0.828746,0.430769,7,4,8,0.538462,7,4,8,0.538462,7,4,8,0.538462,7,4,8,0.538462,6,5,9,0.461538,6,5,9,0.461538,6,5,9,0.461538,6,5,9,0.461538,4,7,11,0.307692,0,11,15,0.0
23,20,13,7,0.804964,0.891945,0.545455,13,0,7,0.787879,12,1,8,0.727273,12,1,8,0.727273,10,3,10,0.606061,10,3,10,0.606061,9,4,11,0.545455,9,4,11,0.545455,9,4,11,0.545455,5,8,15,0.30303,1,12,19,0.060606
24,57,40,17,0.458036,0.628292,0.187629,27,13,30,0.556701,24,16,33,0.494845,16,24,41,0.329897,8,32,49,0.164948,6,34,51,0.123711,4,36,53,0.082474,3,37,54,0.061856,2,38,55,0.041237,1,39,56,0.020619,0,40,57,0.0
25,27,28,1,0.579701,0.733937,0.450909,22,6,5,0.8,21,7,6,0.763636,19,9,8,0.690909,16,12,11,0.581818,14,14,13,0.509091,13,15,14,0.472727,10,18,17,0.363636,7,21,20,0.254545,2,26,25,0.072727,0,28,27,0.0
26,19,15,4,0.736623,0.84834,0.241176,10,5,9,0.588235,9,6,10,0.529412,7,8,12,0.411765,6,9,13,0.352941,4,11,15,0.235294,2,13,17,0.117647,2,13,17,0.117647,1,14,18,0.058824,0,15,19,0.0,0,15,19,0.0
27,8,8,0,0.593337,0.744773,0.6,7,1,1,0.875,7,1,1,0.875,7,1,1,0.875,6,2,2,0.75,5,3,3,0.625,5,3,3,0.625,5,3,3,0.625,3,5,5,0.375,2,6,6,0.25,1,7,7,0.125
28,24,24,0,0.639762,0.780311,0.666667,20,4,4,0.833333,19,5,5,0.791667,19,5,5,0.791667,19,5,5,0.791667,19,5,5,0.791667,17,7,7,0.708333,16,8,8,0.666667,16,8,8,0.666667,12,12,12,0.5,3,21,21,0.125
29,24,28,4,0.690313,0.816787,0.657692,21,7,3,0.807692,21,7,3,0.807692,20,8,4,0.769231,20,8,4,0.769231,20,8,4,0.769231,20,8,4,0.769231,20,8,4,0.769231,15,13,9,0.576923,12,16,12,0.461538,2,26,22,0.076923
30,13,14,1,0.68286,0.811547,0.859259,13,1,0,0.962963,13,1,0,0.962963,13,1,0,0.962963,13,1,0,0.962963,13,1,0,0.962963,13,1,0,0.962963,13,1,0,0.962963,11,3,2,0.814815,9,5,4,0.666667,5,9,8,0.37037
31,12,11,1,0.576544,0.731402,0.826087,11,0,1,0.956522,11,0,1,0.956522,11,0,1,0.956522,11,0,1,0.956522,11,0,1,0.956522,11,0,1,0.956522,10,1,2,0.869565,10,1,2,0.869565,8,3,4,0.695652,1,10,11,0.086957
32,16,16,0,0.624051,0.768512,0.675,14,2,2,0.875,14,2,2,0.875,13,3,3,0.8125,12,4,4,0.75,12,4,4,0.75,12,4,4,0.75,11,5,5,0.6875,10,6,6,0.625,7,9,9,0.4375,3,13,13,0.1875
33,6,12,6,0.486275,0.654354,0.544444,6,6,0,0.666667,6,6,0,0.666667,6,6,0,0.666667,6,6,0,0.666667,6,6,0,0.666667,6,6,0,0.666667,6,6,0,0.666667,4,8,2,0.444444,2,10,4,0.222222,1,11,5,0.111111
34,32,26,6,0.103906,0.188252,0.296552,16,10,16,0.551724,16,10,16,0.551724,13,13,19,0.448276,12,14,20,0.413793,10,16,22,0.344828,8,18,24,0.275862,7,19,25,0.241379,4,22,28,0.137931,0,26,32,0.0,0,26,32,0.0
35,14,31,17,0.446955,0.617787,0.462222,13,18,1,0.577778,13,18,1,0.577778,13,18,1,0.577778,13,18,1,0.577778,13,18,1,0.577778,12,19,2,0.533333,12,19,2,0.533333,10,21,4,0.444444,5,26,9,0.222222,0,31,14,0.0
36,76,77,1,0.617023,0.763159,0.6,63,14,13,0.823529,60,17,16,0.784314,59,18,17,0.771242,57,20,19,0.745098,56,21,20,0.732026,54,23,22,0.705882,49,28,27,0.640523,33,44,43,0.431373,20,57,56,0.261438,8,69,68,0.104575
37,36,34,2,0.636196,0.777653,0.808571,34,0,2,0.971429,33,1,3,0.942857,33,1,3,0.942857,32,2,4,0.914286,32,2,4,0.914286,32,2,4,0.914286,32,2,4,0.914286,31,3,5,0.885714,21,13,15,0.6,3,31,33,0.085714
38,13,14,1,0.667538,0.800627,0.437037,11,3,2,0.814815,10,4,3,0.740741,10,4,3,0.740741,8,6,5,0.592593,7,7,6,0.518519,6,8,7,0.444444,4,10,9,0.296296,3,11,10,0.222222,0,14,13,0.0,0,14,13,0.0
39,14,11,3,0.601938,0.751513,0.736,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,9,2,5,0.72,3,8,11,0.24
40,6,7,1,0.673509,0.804906,0.830769,6,1,0,0.923077,6,1,0,0.923077,6,1,0,0.923077,6,1,0,0.923077,6,1,0,0.923077,6,1,0,0.923077,6,1,0,0.923077,6,1,0,0.923077,5,2,1,0.769231,1,6,5,0.153846
41,13,10,3,0.864107,0.9271,0.6,9,1,4,0.782609,9,1,4,0.782609,8,2,5,0.695652,8,2,5,0.695652,8,2,5,0.695652,8,2,5,0.695652,8,2,5,0.695652,6,4,7,0.521739,5,5,8,0.434783,0,10,13,0.0
42,36,35,1,0.709898,0.83034,0.721127,34,1,2,0.957746,33,2,3,0.929577,33,2,3,0.929577,33,2,3,0.929577,30,5,6,0.84507,29,6,7,0.816901,28,7,8,0.788732,21,14,15,0.591549,12,23,24,0.338028,3,32,33,0.084507
43,12,11,1,0.676612,0.807118,0.426087,7,4,5,0.608696,7,4,5,0.608696,7,4,5,0.608696,7,4,5,0.608696,7,4,5,0.608696,6,5,6,0.521739,5,6,7,0.434783,3,8,9,0.26087,0,11,12,0.0,0,11,12,0.0
44,60,51,9,0.525564,0.689009,0.371171,38,13,22,0.684685,33,18,27,0.594595,31,20,29,0.558559,28,23,32,0.504505,26,25,34,0.468468,24,27,36,0.432432,18,33,42,0.324324,7,44,53,0.126126,1,50,59,0.018018,0,51,60,0.0
45,28,29,1,0.48444,0.652691,0.214035,20,9,8,0.701754,19,10,9,0.666667,13,16,15,0.45614,8,21,20,0.280702,1,28,27,0.035088,0,29,28,0.0,0,29,28,0.0,0,29,28,0.0,0,29,28,0.0,0,29,28,0.0
46,74,58,16,0.694505,0.819714,0.477273,47,11,27,0.712121,44,14,30,0.666667,44,14,30,0.666667,43,15,31,0.651515,42,16,32,0.636364,37,21,37,0.560606,33,25,41,0.5,21,37,53,0.318182,4,54,70,0.060606,0,58,74,0.0
47,49,43,6,0.475983,0.644971,0.226087,30,13,19,0.652174,28,15,21,0.608696,22,21,27,0.478261,16,27,33,0.347826,4,39,45,0.086957,2,41,47,0.043478,1,42,48,0.021739,1,42,48,0.021739,0,43,49,0.0,0,43,49,0.0
48,29,28,1,0.760667,0.864067,0.82807,27,1,2,0.947368,26,2,3,0.912281,26,2,3,0.912281,26,2,3,0.912281,26,2,3,0.912281,25,3,4,0.877193,24,4,5,0.842105,23,5,6,0.807018,22,6,7,0.77193,11,17,18,0.385965
49,18,19,1,0.652411,0.789648,0.875676,18,1,0,0.972973,18,1,0,0.972973,18,1,0,0.972973,18,1,0,0.972973,18,1,0,0.972973,18,1,0,0.972973,18,1,0,0.972973,17,2,1,0.918919,14,5,4,0.756757,5,14,13,0.27027
50,33,33,0,0.64977,0.78771,0.857576,33,0,0,1.0,33,0,0,1.0,33,0,0,1.0,33,0,0,1.0,33,0,0,1.0,32,1,1,0.969697,31,2,2,0.939394,29,4,4,0.878788,21,12,12,0.636364,5,28,28,0.151515
51,42,35,7,0.704626,0.826722,0.587013,30,5,12,0.779221,29,6,13,0.753247,28,7,14,0.727273,27,8,15,0.701299,27,8,15,0.701299,27,8,15,0.701299,25,10,17,0.649351,23,12,19,0.597403,10,25,32,0.25974,0,35,42,0.0
52,32,30,2,0.654191,0.79095,0.796774,30,0,2,0.967742,29,1,3,0.935484,29,1,3,0.935484,29,1,3,0.935484,29,1,3,0.935484,29,1,3,0.935484,28,2,4,0.903226,27,3,5,0.870968,14,16,18,0.451613,3,27,29,0.096774
53,59,69,10,0.506063,0.672034,0.345313,34,35,25,0.53125,33,36,26,0.515625,33,36,26,0.515625,30,39,29,0.46875,28,41,31,0.4375,25,44,34,0.390625,20,49,39,0.3125,12,57,47,0.1875,6,63,53,0.09375,0,69,59,0.0
54,12,12,0,0.680233,0.809689,0.575,9,3,3,0.75,9,3,3,0.75,9,3,3,0.75,9,3,3,0.75,9,3,3,0.75,9,3,3,0.75,8,4,4,0.666667,5,7,7,0.416667,2,10,10,0.166667,0,12,12,0.0
55,11,10,1,0.788875,0.881979,0.714286,9,1,2,0.857143,9,1,2,0.857143,9,1,2,0.857143,9,1,2,0.857143,9,1,2,0.857143,9,1,2,0.857143,9,1,2,0.857143,7,3,4,0.666667,4,6,7,0.380952,1,9,10,0.095238
56,7,9,2,0.649535,0.787537,0.675,6,3,1,0.75,6,3,1,0.75,6,3,1,0.75,6,3,1,0.75,6,3,1,0.75,6,3,1,0.75,5,4,2,0.625,5,4,2,0.625,5,4,2,0.625,3,6,4,0.375
57,40,37,3,0.710821,0.830971,0.654545,37,0,3,0.961039,36,1,4,0.935065,34,3,6,0.883117,34,3,6,0.883117,33,4,7,0.857143,31,6,9,0.805195,26,11,14,0.675325,14,23,26,0.363636,7,30,33,0.181818,0,37,40,0.0
58,65,52,13,0.525816,0.689226,0.487179,43,9,22,0.735043,42,10,23,0.717949,42,10,23,0.717949,42,10,23,0.717949,41,11,24,0.700855,36,16,29,0.615385,26,26,39,0.444444,10,42,55,0.17094,3,49,62,0.051282,0,52,65,0.0
59,33,30,3,0.790891,0.883237,0.834921,30,0,3,0.952381,29,1,4,0.920635,29,1,4,0.920635,28,2,5,0.888889,28,2,5,0.888889,27,3,6,0.857143,27,3,6,0.857143,26,4,7,0.825397,24,6,9,0.761905,15,15,18,0.47619
60,9,11,2,0.800853,0.889415,0.39,6,5,3,0.6,6,5,3,0.6,6,5,3,0.6,5,6,4,0.5,5,6,4,0.5,4,7,5,0.4,3,8,6,0.3,2,9,7,0.2,2,9,7,0.2,0,11,9,0.0
61,7,6,1,0.571558,0.727378,0.538462,6,0,1,0.923077,5,1,2,0.769231,5,1,2,0.769231,5,1,2,0.769231,5,1,2,0.769231,5,1,2,0.769231,3,3,4,0.461538,1,5,6,0.153846,0,6,7,0.0,0,6,7,0.0
62,41,68,27,0.458297,0.628537,0.469725,37,31,4,0.678899,36,32,5,0.66055,36,32,5,0.66055,35,33,6,0.642202,34,34,7,0.623853,29,39,12,0.53211,25,43,16,0.458716,16,52,25,0.293578,6,62,35,0.110092,2,66,39,0.036697
63,15,12,3,0.663099,0.797425,0.696296,11,1,4,0.814815,11,1,4,0.814815,10,2,5,0.740741,10,2,5,0.740741,10,2,5,0.740741,10,2,5,0.740741,10,2,5,0.740741,10,2,5,0.740741,9,3,6,0.666667,3,9,12,0.222222
64,23,34,11,0.624489,0.768843,0.526316,19,15,4,0.666667,19,15,4,0.666667,18,16,5,0.631579,18,16,5,0.631579,18,16,5,0.631579,18,16,5,0.631579,17,17,6,0.596491,16,18,7,0.561404,7,27,16,0.245614,0,34,23,0.0
65,20,15,5,0.64526,0.784387,0.64,13,2,7,0.742857,13,2,7,0.742857,13,2,7,0.742857,13,2,7,0.742857,13,2,7,0.742857,12,3,8,0.685714,12,3,8,0.685714,10,5,10,0.571429,9,6,11,0.514286,4,11,16,0.228571
66,10,10,0,0.67033,0.802632,0.89,10,0,0,1.0,10,0,0,1.0,10,0,0,1.0,10,0,0,1.0,10,0,0,1.0,10,0,0,1.0,10,0,0,1.0,10,0,0,1.0,7,3,3,0.7,2,8,8,0.2
67,7,7,0,0.680851,0.810127,0.957143,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,6,1,1,0.857143,5,2,2,0.714286
68,14,12,2,0.831712,0.908125,0.653846,9,3,5,0.692308,9,3,5,0.692308,9,3,5,0.692308,9,3,5,0.692308,9,3,5,0.692308,9,3,5,0.692308,9,3,5,0.692308,9,3,5,0.692308,9,3,5,0.692308,4,8,10,0.307692
69,32,31,1,0.877525,0.934768,0.422222,21,10,11,0.666667,21,10,11,0.666667,19,12,13,0.603175,18,13,14,0.571429,18,13,14,0.571429,17,14,15,0.539683,11,20,21,0.349206,5,26,27,0.15873,3,28,29,0.095238,0,31,32,0.0
70,18,18,0,0.753712,0.859562,0.633333,15,3,3,0.833333,14,4,4,0.777778,13,5,5,0.722222,13,5,5,0.722222,13,5,5,0.722222,13,5,5,0.722222,13,5,5,0.722222,12,6,6,0.666667,7,11,11,0.388889,1,17,17,0.055556
71,5,6,1,0.732372,0.845514,0.381818,4,2,1,0.727273,4,2,1,0.727273,4,2,1,0.727273,4,2,1,0.727273,3,3,2,0.545455,2,4,3,0.363636,0,6,5,0.0,0,6,5,0.0,0,6,5,0.0,0,6,5,0.0
72,7,12,5,0.73252,0.845612,0.442105,6,6,1,0.631579,6,6,1,0.631579,6,6,1,0.631579,6,6,1,0.631579,6,6,1,0.631579,5,7,2,0.526316,3,9,4,0.315789,3,9,4,0.315789,1,11,6,0.105263,0,12,7,0.0
73,18,12,6,0.64837,0.78668,0.286667,10,2,8,0.666667,7,5,11,0.466667,7,5,11,0.466667,7,5,11,0.466667,3,9,15,0.2,3,9,15,0.2,3,9,15,0.2,2,10,16,0.133333,1,11,17,0.066667,0,12,18,0.0
74,22,18,4,0.863726,0.926881,0.55,17,1,5,0.85,17,1,5,0.85,17,1,5,0.85,17,1,5,0.85,15,3,7,0.75,12,6,10,0.6,7,11,15,0.35,5,13,17,0.25,3,15,19,0.15,0,18,22,0.0
75,0,0,0,1.0,1.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
76,51,52,1,0.754861,0.860309,0.673786,49,3,2,0.951456,48,4,3,0.932039,47,5,4,0.912621,47,5,4,0.912621,44,8,7,0.854369,43,9,8,0.834951,33,19,18,0.640777,24,28,27,0.466019,10,42,41,0.194175,2,50,49,0.038835
77,14,18,4,0.690917,0.81721,0.59375,12,6,2,0.75,12,6,2,0.75,12,6,2,0.75,11,7,3,0.6875,11,7,3,0.6875,11,7,3,0.6875,10,8,4,0.625,8,10,6,0.5,7,11,7,0.4375,1,17,13,0.0625
78,17,16,1,0.69065,0.817023,0.272727,8,8,9,0.484848,7,9,10,0.424242,7,9,10,0.424242,7,9,10,0.424242,5,11,12,0.30303,5,11,12,0.30303,3,13,14,0.181818,2,14,15,0.121212,1,15,16,0.060606,0,16,17,0.0
79,47,43,4,0.525005,0.688529,0.193333,25,18,22,0.555556,21,22,26,0.466667,18,25,29,0.4,12,31,35,0.266667,7,36,40,0.155556,3,40,44,0.066667,1,42,46,0.022222,0,43,47,0.0,0,43,47,0.0,0,43,47,0.0
80,20,30,10,0.586716,0.739535,0.56,18,12,2,0.72,17,13,3,0.68,16,14,4,0.64,16,14,4,0.64,15,15,5,0.6,14,16,6,0.56,14,16,6,0.56,14,16,6,0.56,13,17,7,0.52,3,27,17,0.12
81,48,45,3,0.655998,0.792269,0.572043,33,12,15,0.709677,31,14,17,0.666667,31,14,17,0.666667,31,14,17,0.666667,31,14,17,0.666667,31,14,17,0.666667,30,15,18,0.645161,27,18,21,0.580645,19,26,29,0.408602,2,43,46,0.043011
82,3,0,3,0.008703,0.017256,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0
83,13,9,4,0.451438,0.622056,0.163636,5,4,8,0.454545,4,5,9,0.363636,3,6,10,0.272727,2,7,11,0.181818,2,7,11,0.181818,2,7,11,0.181818,0,9,13,0.0,0,9,13,0.0,0,9,13,0.0,0,9,13,0.0
84,3,4,1,0.114471,0.205426,0.0,0,4,3,0.0,0,4,3,0.0,0,4,3,0.0,0,4,3,0.0,0,4,3,0.0,0,4,3,0.0,0,4,3,0.0,0,4,3,0.0,0,4,3,0.0,0,4,3,0.0
85,14,22,8,0.723977,0.839892,0.266667,10,12,4,0.555556,8,14,6,0.444444,8,14,6,0.444444,7,15,7,0.388889,6,16,8,0.333333,5,17,9,0.277778,3,19,11,0.166667,1,21,13,0.055556,0,22,14,0.0,0,22,14,0.0
86,55,34,21,0.596078,0.746928,0.274157,21,13,34,0.47191,19,15,36,0.426966,18,16,37,0.404494,16,18,39,0.359551,14,20,41,0.314607,13,21,42,0.292135,12,22,43,0.269663,7,27,48,0.157303,2,32,53,0.044944,0,34,55,0.0
87,9,19,10,0.557356,0.715772,0.157143,5,14,4,0.357143,4,15,5,0.285714,2,17,7,0.142857,2,17,7,0.142857,2,17,7,0.142857,2,17,7,0.142857,2,17,7,0.142857,2,17,7,0.142857,1,18,8,0.071429,0,19,9,0.0
88,12,3,9,0.779056,0.875808,0.16,2,1,10,0.266667,2,1,10,0.266667,2,1,10,0.266667,2,1,10,0.266667,2,1,10,0.266667,2,1,10,0.266667,0,3,12,0.0,0,3,12,0.0,0,3,12,0.0,0,3,12,0.0
89,24,18,6,0.346762,0.514956,0.061905,4,14,20,0.190476,2,16,22,0.095238,2,16,22,0.095238,2,16,22,0.095238,1,17,23,0.047619,1,17,23,0.047619,1,17,23,0.047619,0,18,24,0.0,0,18,24,0.0,0,18,24,0.0
90,14,8,6,0.856836,0.922899,0.118182,3,5,11,0.272727,3,5,11,0.272727,3,5,11,0.272727,2,6,12,0.181818,1,7,13,0.090909,1,7,13,0.090909,0,8,14,0.0,0,8,14,0.0,0,8,14,0.0,0,8,14,0.0
91,31,25,6,0.586838,0.739632,0.235714,13,12,18,0.464286,13,12,18,0.464286,12,13,19,0.428571,9,16,22,0.321429,8,17,23,0.285714,6,19,25,0.214286,3,22,28,0.107143,2,23,29,0.071429,0,25,31,0.0,0,25,31,0.0
92,5,4,1,0.575318,0.730415,0.666667,4,0,1,0.888889,4,0,1,0.888889,4,0,1,0.888889,4,0,1,0.888889,4,0,1,0.888889,3,1,2,0.666667,3,1,2,0.666667,3,1,2,0.666667,1,3,4,0.222222,0,4,5,0.0
93,125,49,76,0.775982,0.873862,0.129885,29,20,96,0.333333,23,26,102,0.264368,21,28,104,0.241379,16,33,109,0.183908,11,38,114,0.126437,7,42,118,0.08046,4,45,121,0.045977,2,47,123,0.022989,0,49,125,0.0,0,49,125,0.0
94,28,23,5,0.528178,0.691252,0.541176,21,2,7,0.823529,20,3,8,0.784314,18,5,10,0.705882,18,5,10,0.705882,16,7,12,0.627451,15,8,13,0.588235,13,10,15,0.509804,12,11,16,0.470588,5,18,23,0.196078,0,23,28,0.0
95,54,34,20,0.70864,0.829478,0.334091,24,10,30,0.545455,20,14,34,0.454545,20,14,34,0.454545,17,17,37,0.386364,16,18,38,0.363636,16,18,38,0.363636,16,18,38,0.363636,13,21,41,0.295455,5,29,49,0.113636,0,34,54,0.0
96,39,27,12,0.557904,0.716224,0.375758,20,7,19,0.606061,18,9,21,0.545455,16,11,23,0.484848,15,12,24,0.454545,14,13,25,0.424242,13,14,26,0.393939,12,15,27,0.363636,8,19,31,0.242424,7,20,32,0.212121,1,26,38,0.030303
97,20,12,8,0.837486,0.911556,0.33125,8,4,12,0.5,8,4,12,0.5,7,5,13,0.4375,7,5,13,0.4375,6,6,14,0.375,6,6,14,0.375,6,6,14,0.375,4,8,16,0.25,1,11,19,0.0625,0,12,20,0.0
98,52,36,16,0.534536,0.696675,0.277273,23,13,29,0.522727,20,16,32,0.454545,20,16,32,0.454545,16,20,36,0.363636,15,21,37,0.340909,14,22,38,0.318182,8,28,44,0.181818,5,31,47,0.113636,1,35,51,0.022727,0,36,52,0.0
99,5,6,1,0.910026,0.952894,0.472727,3,3,2,0.545455,3,3,2,0.545455,3,3,2,0.545455,3,3,2,0.545455,3,3,2,0.545455,3,3,2,0.545455,3,3,2,0.545455,2,4,3,0.363636,2,4,3,0.363636,1,5,4,0.181818
100,39,34,5,0.493608,0.66096,0.279452,17,17,22,0.465753,15,19,24,0.410959,13,21,26,0.356164,13,21,26,0.356164,13,21,26,0.356164,12,22,27,0.328767,7,27,32,0.191781,6,28,33,0.164384,4,30,35,0.109589,2,32,37,0.054795
