idx,n_gt,n_pred,count_error,iou_sem,dice_sem,mAP,tp_50,fp_50,fn_50,ap_50,tp_55,fp_55,fn_55,ap_55,tp_60,fp_60,fn_60,ap_60,tp_65,fp_65,fn_65,ap_65,tp_70,fp_70,fn_70,ap_70,tp_75,fp_75,fn_75,ap_75,tp_80,fp_80,fn_80,ap_80,tp_85,fp_85,fn_85,ap_85,tp_90,fp_90,fn_90,ap_90,tp_95,fp_95,fn_95,ap_95
10,19,17,2,0.564587,0.721708,0.827778,17,0,2,0.944444,17,0,2,0.944444,17,0,2,0.944444,17,0,2,0.944444,17,0,2,0.944444,17,0,2,0.944444,17,0,2,0.944444,17,0,2,0.944444,12,5,7,0.666667,1,16,18,0.055556
11,4,3,1,0.391611,0.562817,0.685714,3,0,1,0.857143,3,0,1,0.857143,3,0,1,0.857143,3,0,1,0.857143,3,0,1,0.857143,3,0,1,0.857143,3,0,1,0.857143,2,1,2,0.571429,1,2,3,0.285714,0,3,4,0.0
12,28,26,2,0.369736,0.539864,0.403704,25,1,3,0.925926,25,1,3,0.925926,24,2,4,0.888889,18,8,10,0.666667,9,17,19,0.333333,5,21,23,0.185185,2,24,26,0.074074,1,25,27,0.037037,0,26,28,0.0,0,26,28,0.0
13,7,7,0,0.683378,0.811912,0.828571,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,6,1,1,0.857143,6,1,1,0.857143,4,3,3,0.571429,0,7,7,0.0
14,10,9,1,0.432857,0.604187,0.736842,9,0,1,0.947368,9,0,1,0.947368,9,0,1,0.947368,9,0,1,0.947368,9,0,1,0.947368,7,2,3,0.736842,7,2,3,0.736842,6,3,4,0.631579,4,5,6,0.421053,1,8,9,0.105263
15,39,38,1,0.381336,0.552126,0.680519,37,1,2,0.961039,37,1,2,0.961039,36,2,3,0.935065,35,3,4,0.909091,34,4,5,0.883117,28,10,11,0.727273,24,14,15,0.623377,17,21,22,0.441558,11,27,28,0.285714,3,35,36,0.077922
16,11,8,3,0.420036,0.591585,0.715789,8,0,3,0.842105,8,0,3,0.842105,8,0,3,0.842105,8,0,3,0.842105,8,0,3,0.842105,8,0,3,0.842105,8,0,3,0.842105,7,1,4,0.736842,5,3,6,0.526316,0,8,11,0.0
17,5,9,4,0.494486,0.661747,0.342857,4,5,1,0.571429,3,6,2,0.428571,3,6,2,0.428571,3,6,2,0.428571,3,6,2,0.428571,3,6,2,0.428571,2,7,3,0.285714,2,7,3,0.285714,1,8,4,0.142857,0,9,5,0.0
18,38,28,10,0.430493,0.601881,0.475758,24,4,14,0.727273,23,5,15,0.69697,22,6,16,0.666667,20,8,18,0.606061,20,8,18,0.606061,17,11,21,0.515152,15,13,23,0.454545,10,18,28,0.30303,4,24,34,0.121212,2,26,36,0.060606
19,20,16,4,0.325493,0.491128,0.472222,15,1,5,0.833333,15,1,5,0.833333,15,1,5,0.833333,14,2,6,0.777778,12,4,8,0.666667,9,7,11,0.5,5,11,15,0.277778,0,16,20,0.0,0,16,20,0.0,0,16,20,0.0
20,11,11,0,0.384538,0.555475,0.618182,11,0,0,1.0,11,0,0,1.0,11,0,0,1.0,11,0,0,1.0,10,1,1,0.909091,8,3,3,0.727273,4,7,7,0.363636,2,9,9,0.181818,0,11,11,0.0,0,11,11,0.0
21,6,6,0,0.495206,0.662392,0.85,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,5,1,1,0.833333,3,3,3,0.5,1,5,5,0.166667
22,15,11,4,0.489631,0.657385,0.538462,10,1,5,0.769231,10,1,5,0.769231,10,1,5,0.769231,9,2,6,0.692308,9,2,6,0.692308,7,4,8,0.538462,7,4,8,0.538462,5,6,10,0.384615,3,8,12,0.230769,0,11,15,0.0
23,20,14,6,0.710148,0.830511,0.6,14,0,6,0.823529,13,1,7,0.764706,13,1,7,0.764706,12,2,8,0.705882,12,2,8,0.705882,11,3,9,0.647059,10,4,10,0.588235,10,4,10,0.588235,6,8,14,0.352941,1,13,19,0.058824
24,57,43,14,0.340463,0.507978,0.258,36,7,21,0.72,31,12,26,0.62,25,18,32,0.5,18,25,39,0.36,10,33,47,0.2,5,38,52,0.1,3,40,54,0.06,1,42,56,0.02,0,43,57,0.0,0,43,57,0.0
25,27,27,0,0.441681,0.612731,0.544444,23,4,4,0.851852,22,5,5,0.814815,22,5,5,0.814815,19,8,8,0.703704,18,9,9,0.666667,17,10,10,0.62963,13,14,14,0.481481,9,18,18,0.333333,4,23,23,0.148148,0,27,27,0.0
26,19,17,2,0.602548,0.751988,0.6,17,0,2,0.944444,16,1,3,0.888889,16,1,3,0.888889,15,2,4,0.833333,15,2,4,0.833333,13,4,6,0.722222,9,8,10,0.5,7,10,12,0.388889,0,17,19,0.0,0,17,19,0.0
27,8,7,1,0.406088,0.577614,0.533333,7,0,1,0.933333,6,1,2,0.8,6,1,2,0.8,6,1,2,0.8,5,2,3,0.666667,3,4,5,0.4,3,4,5,0.4,2,5,6,0.266667,2,5,6,0.266667,0,7,8,0.0
28,24,22,2,0.408026,0.579571,0.63913,20,2,4,0.869565,20,2,4,0.869565,19,3,5,0.826087,19,3,5,0.826087,18,4,6,0.782609,17,5,7,0.73913,15,7,9,0.652174,15,7,9,0.652174,4,18,20,0.173913,0,22,24,0.0
29,24,23,1,0.49423,0.661518,0.782979,23,0,1,0.978723,23,0,1,0.978723,23,0,1,0.978723,23,0,1,0.978723,23,0,1,0.978723,23,0,1,0.978723,22,1,2,0.93617,16,7,8,0.680851,6,17,18,0.255319,2,21,22,0.085106
30,13,12,1,0.448297,0.619068,0.792,12,0,1,0.96,12,0,1,0.96,12,0,1,0.96,12,0,1,0.96,12,0,1,0.96,12,0,1,0.96,12,0,1,0.96,9,3,4,0.72,6,6,7,0.48,0,12,13,0.0
31,12,11,1,0.375493,0.545976,0.8,11,0,1,0.956522,11,0,1,0.956522,11,0,1,0.956522,11,0,1,0.956522,11,0,1,0.956522,11,0,1,0.956522,10,1,2,0.869565,8,3,4,0.695652,7,4,5,0.608696,1,10,11,0.086957
32,16,13,3,0.423124,0.594641,0.648276,12,1,4,0.827586,12,1,4,0.827586,12,1,4,0.827586,12,1,4,0.827586,10,3,6,0.689655,10,3,6,0.689655,10,3,6,0.689655,8,5,8,0.551724,8,5,8,0.551724,0,13,16,0.0
33,6,6,0,0.447368,0.618182,0.816667,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,5,1,1,0.833333,1,5,5,0.166667,1,5,5,0.166667
34,32,17,15,0.198725,0.33156,0.306122,16,1,16,0.653061,14,3,18,0.571429,12,5,20,0.489796,12,5,20,0.489796,9,8,23,0.367347,7,10,25,0.285714,3,14,29,0.122449,2,15,30,0.081633,0,17,32,0.0,0,17,32,0.0
35,14,16,2,0.459342,0.629519,0.693333,13,3,1,0.866667,13,3,1,0.866667,13,3,1,0.866667,13,3,1,0.866667,13,3,1,0.866667,13,3,1,0.866667,13,3,1,0.866667,10,6,4,0.666667,3,13,11,0.2,0,16,14,0.0
36,76,76,0,0.38096,0.551732,0.735526,76,0,0,1.0,76,0,0,1.0,76,0,0,1.0,75,1,1,0.986842,70,6,6,0.921053,67,9,9,0.881579,60,16,16,0.789474,39,37,37,0.513158,20,56,56,0.263158,0,76,76,0.0
37,36,36,0,0.413416,0.584988,0.794444,36,0,0,1.0,36,0,0,1.0,36,0,0,1.0,36,0,0,1.0,36,0,0,1.0,35,1,1,0.972222,32,4,4,0.888889,24,12,12,0.666667,13,23,23,0.361111,2,34,34,0.055556
38,13,14,1,0.706859,0.828257,0.688889,12,2,1,0.888889,12,2,1,0.888889,12,2,1,0.888889,11,3,2,0.814815,11,3,2,0.814815,10,4,3,0.740741,10,4,3,0.740741,9,5,4,0.666667,6,8,7,0.444444,0,14,13,0.0
39,14,11,3,0.386427,0.557443,0.672,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,4,7,10,0.32,0,11,14,0.0
40,6,6,0,0.451842,0.62244,0.9,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,6,0,0,1.0,5,1,1,0.833333,1,5,5,0.166667
41,13,9,4,0.755619,0.860801,0.772727,9,0,4,0.818182,9,0,4,0.818182,9,0,4,0.818182,9,0,4,0.818182,9,0,4,0.818182,9,0,4,0.818182,9,0,4,0.818182,9,0,4,0.818182,9,0,4,0.818182,4,5,9,0.363636
42,36,38,2,0.53866,0.700168,0.705405,36,2,0,0.972973,36,2,0,0.972973,36,2,0,0.972973,35,3,1,0.945946,34,4,2,0.918919,33,5,3,0.891892,29,9,7,0.783784,17,21,19,0.459459,5,33,31,0.135135,0,38,36,0.0
43,12,8,4,0.678278,0.808302,0.63,8,0,4,0.8,8,0,4,0.8,8,0,4,0.8,8,0,4,0.8,7,1,5,0.7,7,1,5,0.7,7,1,5,0.7,7,1,5,0.7,3,5,9,0.3,0,8,12,0.0
44,60,47,13,0.312953,0.476717,0.454206,38,9,22,0.71028,35,12,25,0.654206,33,14,27,0.616822,33,14,27,0.616822,30,17,30,0.560748,29,18,31,0.542056,23,24,37,0.429907,16,31,44,0.299065,6,41,54,0.11215,0,47,60,0.0
45,28,30,2,0.371591,0.54184,0.317241,22,8,6,0.758621,22,8,6,0.758621,21,9,7,0.724138,17,13,11,0.586207,8,22,20,0.275862,2,28,26,0.068966,0,30,28,0.0,0,30,28,0.0,0,30,28,0.0,0,30,28,0.0
46,74,68,6,0.46009,0.630222,0.553521,58,10,16,0.816901,58,10,16,0.816901,58,10,16,0.816901,55,13,19,0.774648,51,17,23,0.71831,45,23,29,0.633803,36,32,38,0.507042,23,45,51,0.323944,9,59,65,0.126761,0,68,74,0.0
47,49,46,3,0.353227,0.522052,0.284211,33,13,16,0.694737,30,16,19,0.631579,26,20,23,0.547368,25,21,24,0.526316,14,32,35,0.294737,3,43,46,0.063158,2,44,47,0.042105,2,44,47,0.042105,0,46,49,0.0,0,46,49,0.0
48,29,28,1,0.657683,0.793497,0.891228,28,0,1,0.982456,28,0,1,0.982456,28,0,1,0.982456,28,0,1,0.982456,28,0,1,0.982456,27,1,2,0.947368,27,1,2,0.947368,25,3,4,0.877193,24,4,5,0.842105,11,17,18,0.385965
49,18,19,1,0.425833,0.597311,0.756757,18,1,0,0.972973,18,1,0,0.972973,18,1,0,0.972973,18,1,0,0.972973,18,1,0,0.972973,18,1,0,0.972973,16,3,2,0.864865,13,6,5,0.702703,2,17,16,0.108108,1,18,17,0.054054
50,33,33,0,0.42131,0.592847,0.815152,33,0,0,1.0,33,0,0,1.0,33,0,0,1.0,33,0,0,1.0,33,0,0,1.0,31,2,2,0.939394,28,5,5,0.848485,27,6,6,0.818182,16,17,17,0.484848,2,31,31,0.060606
51,42,32,10,0.455017,0.625445,0.597297,28,4,14,0.756757,28,4,14,0.756757,28,4,14,0.756757,27,5,15,0.72973,27,5,15,0.72973,27,5,15,0.72973,26,6,16,0.702703,22,10,20,0.594595,8,24,34,0.216216,0,32,42,0.0
52,32,31,1,0.42216,0.593688,0.793651,31,0,1,0.984127,31,0,1,0.984127,31,0,1,0.984127,31,0,1,0.984127,31,0,1,0.984127,31,0,1,0.984127,27,4,5,0.857143,20,11,12,0.634921,13,18,19,0.412698,4,27,28,0.126984
53,59,50,9,0.361007,0.5305,0.513761,42,8,17,0.770642,41,9,18,0.752294,40,10,19,0.733945,37,13,22,0.678899,35,15,24,0.642202,32,18,27,0.587156,28,22,31,0.513761,18,32,41,0.330275,7,43,52,0.12844,0,50,59,0.0
54,12,12,0,0.455815,0.626199,0.633333,11,1,1,0.916667,11,1,1,0.916667,10,2,2,0.833333,10,2,2,0.833333,10,2,2,0.833333,9,3,3,0.75,7,5,5,0.583333,5,7,7,0.416667,3,9,9,0.25,0,12,12,0.0
55,11,10,1,0.755052,0.860433,0.771429,10,0,1,0.952381,9,1,2,0.857143,9,1,2,0.857143,9,1,2,0.857143,9,1,2,0.857143,9,1,2,0.857143,8,2,3,0.761905,8,2,3,0.761905,8,2,3,0.761905,2,8,9,0.190476
56,7,6,1,0.43577,0.607019,0.753846,6,0,1,0.923077,6,0,1,0.923077,6,0,1,0.923077,6,0,1,0.923077,6,0,1,0.923077,6,0,1,0.923077,6,0,1,0.923077,5,1,2,0.769231,2,4,5,0.307692,0,6,7,0.0
57,40,38,2,0.462032,0.63204,0.705128,37,1,3,0.948718,37,1,3,0.948718,37,1,3,0.948718,36,2,4,0.923077,35,3,5,0.897436,33,5,7,0.846154,32,6,8,0.820513,20,18,20,0.512821,8,30,32,0.205128,0,38,40,0.0
58,65,52,13,0.297746,0.458866,0.511111,47,5,18,0.803419,46,6,19,0.786325,45,7,20,0.769231,44,8,21,0.752137,42,10,23,0.717949,36,16,29,0.615385,24,28,41,0.410256,12,40,53,0.205128,3,49,62,0.051282,0,52,65,0.0
59,33,32,1,0.666189,0.799656,0.806154,31,1,2,0.953846,29,3,4,0.892308,29,3,4,0.892308,29,3,4,0.892308,29,3,4,0.892308,28,4,5,0.861538,28,4,5,0.861538,27,5,6,0.830769,22,10,11,0.676923,10,22,23,0.307692
60,9,7,2,0.78014,0.876493,0.825,7,0,2,0.875,7,0,2,0.875,7,0,2,0.875,7,0,2,0.875,7,0,2,0.875,7,0,2,0.875,7,0,2,0.875,7,0,2,0.875,6,1,3,0.75,4,3,5,0.5
61,7,7,0,0.34692,0.515131,0.557143,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,6,1,1,0.857143,6,1,1,0.857143,4,3,3,0.571429,2,5,5,0.285714,0,7,7,0.0,0,7,7,0.0,0,7,7,0.0
62,41,41,0,0.344922,0.512925,0.67561,40,1,1,0.97561,39,2,2,0.95122,39,2,2,0.95122,38,3,3,0.926829,35,6,6,0.853659,32,9,9,0.780488,27,14,14,0.658537,20,21,21,0.487805,5,36,36,0.121951,2,39,39,0.04878
63,15,11,4,0.439526,0.610654,0.676923,11,0,4,0.846154,11,0,4,0.846154,10,1,5,0.769231,10,1,5,0.769231,10,1,5,0.769231,10,1,5,0.769231,10,1,5,0.769231,10,1,5,0.769231,6,5,9,0.461538,0,11,15,0.0
64,23,21,2,0.469284,0.638793,0.727273,21,0,2,0.954545,20,1,3,0.909091,20,1,3,0.909091,20,1,3,0.909091,19,2,4,0.863636,19,2,4,0.863636,18,3,5,0.818182,18,3,5,0.818182,5,16,18,0.227273,0,21,23,0.0
65,20,17,3,0.417362,0.588928,0.735135,17,0,3,0.918919,17,0,3,0.918919,17,0,3,0.918919,17,0,3,0.918919,17,0,3,0.918919,17,0,3,0.918919,17,0,3,0.918919,13,4,7,0.702703,4,13,16,0.216216,0,17,20,0.0
66,10,10,0,0.443364,0.614348,0.77,10,0,0,1.0,10,0,0,1.0,10,0,0,1.0,10,0,0,1.0,10,0,0,1.0,10,0,0,1.0,8,2,2,0.8,7,3,3,0.7,2,8,8,0.2,0,10,10,0.0
67,7,7,0,0.476064,0.645045,0.942857,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,3,4,4,0.428571
68,14,11,3,0.766283,0.867679,0.744,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,9,2,5,0.72,4,7,10,0.32
69,32,28,4,0.588247,0.74075,0.643333,26,2,6,0.866667,23,5,9,0.766667,22,6,10,0.733333,22,6,10,0.733333,21,7,11,0.7,21,7,11,0.7,21,7,11,0.7,19,9,13,0.633333,15,13,17,0.5,3,25,29,0.1
70,18,15,3,0.489904,0.657631,0.678788,15,0,3,0.909091,15,0,3,0.909091,13,2,5,0.787879,13,2,5,0.787879,13,2,5,0.787879,13,2,5,0.787879,13,2,5,0.787879,12,3,6,0.727273,5,10,13,0.30303,0,15,18,0.0
71,5,6,1,0.739609,0.850316,0.563636,4,2,1,0.727273,3,3,2,0.545455,3,3,2,0.545455,3,3,2,0.545455,3,3,2,0.545455,3,3,2,0.545455,3,3,2,0.545455,3,3,2,0.545455,3,3,2,0.545455,3,3,2,0.545455
72,7,9,2,0.616736,0.762939,0.525,6,3,1,0.75,6,3,1,0.75,6,3,1,0.75,6,3,1,0.75,6,3,1,0.75,6,3,1,0.75,3,6,4,0.375,3,6,4,0.375,0,9,7,0.0,0,9,7,0.0
73,18,10,8,0.72248,0.838883,0.457143,9,1,9,0.642857,9,1,9,0.642857,9,1,9,0.642857,8,2,10,0.571429,8,2,10,0.571429,7,3,11,0.5,6,4,12,0.428571,5,5,13,0.357143,3,7,15,0.214286,0,10,18,0.0
74,22,18,4,0.601737,0.751356,0.65,17,1,5,0.85,17,1,5,0.85,17,1,5,0.85,16,2,6,0.8,15,3,7,0.75,14,4,8,0.7,13,5,9,0.65,12,6,10,0.6,8,10,14,0.4,1,17,21,0.05
75,0,0,0,1.0,1.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
76,51,54,3,0.569926,0.726055,0.594286,50,4,1,0.952381,50,4,1,0.952381,49,5,2,0.933333,48,6,3,0.914286,43,11,8,0.819048,31,23,20,0.590476,25,29,26,0.47619,12,42,39,0.228571,4,50,47,0.07619,0,54,51,0.0
77,14,12,2,0.486595,0.654643,0.676923,11,1,3,0.846154,11,1,3,0.846154,11,1,3,0.846154,11,1,3,0.846154,11,1,3,0.846154,11,1,3,0.846154,10,2,4,0.769231,8,4,6,0.615385,4,8,10,0.307692,0,12,14,0.0
78,17,11,6,0.466382,0.636099,0.392857,8,3,9,0.571429,8,3,9,0.571429,8,3,9,0.571429,8,3,9,0.571429,7,4,10,0.5,6,5,11,0.428571,4,7,13,0.285714,4,7,13,0.285714,2,9,15,0.142857,0,11,17,0.0
79,47,46,1,0.387768,0.558837,0.260215,27,19,20,0.580645,25,21,22,0.537634,24,22,23,0.516129,22,24,25,0.473118,14,32,33,0.301075,6,40,41,0.129032,3,43,44,0.064516,0,46,47,0.0,0,46,47,0.0,0,46,47,0.0
80,20,18,2,0.457319,0.627617,0.721053,17,1,3,0.894737,17,1,3,0.894737,17,1,3,0.894737,17,1,3,0.894737,17,1,3,0.894737,17,1,3,0.894737,17,1,3,0.894737,14,4,6,0.736842,4,14,16,0.210526,0,18,20,0.0
81,48,42,6,0.441406,0.612466,0.675556,40,2,8,0.888889,39,3,9,0.866667,38,4,10,0.844444,38,4,10,0.844444,38,4,10,0.844444,37,5,11,0.822222,34,8,14,0.755556,26,16,22,0.577778,14,28,34,0.311111,0,42,48,0.0
82,3,0,3,0.015652,0.030822,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0
83,13,7,6,0.361421,0.530947,0.24,4,3,9,0.4,4,3,9,0.4,4,3,9,0.4,4,3,9,0.4,4,3,9,0.4,3,4,10,0.3,1,6,12,0.1,0,7,13,0.0,0,7,13,0.0,0,7,13,0.0
84,3,0,3,0.116009,0.2079,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0,0,0,3,0.0
85,14,23,9,0.57985,0.734057,0.308108,11,12,3,0.594595,9,14,5,0.486486,8,15,6,0.432432,8,15,6,0.432432,7,16,7,0.378378,6,17,8,0.324324,4,19,10,0.216216,3,20,11,0.162162,1,22,13,0.054054,0,23,14,0.0
86,55,37,18,0.476711,0.645639,0.378261,29,8,26,0.630435,27,10,28,0.586957,25,12,30,0.543478,23,14,32,0.5,22,15,33,0.478261,20,17,35,0.434783,15,22,40,0.326087,8,29,47,0.173913,4,33,51,0.086957,1,36,54,0.021739
87,9,12,3,0.470198,0.639639,0.333333,5,7,4,0.47619,5,7,4,0.47619,5,7,4,0.47619,5,7,4,0.47619,5,7,4,0.47619,4,8,5,0.380952,2,10,7,0.190476,2,10,7,0.190476,2,10,7,0.190476,0,12,9,0.0
88,12,5,7,0.735364,0.847504,0.105882,3,2,9,0.352941,2,3,10,0.235294,1,4,11,0.117647,1,4,11,0.117647,1,4,11,0.117647,1,4,11,0.117647,0,5,12,0.0,0,5,12,0.0,0,5,12,0.0,0,5,12,0.0
89,24,24,0,0.26175,0.4149,0.125,9,15,15,0.375,8,16,16,0.333333,4,20,20,0.166667,4,20,20,0.166667,3,21,21,0.125,1,23,23,0.041667,1,23,23,0.041667,0,24,24,0.0,0,24,24,0.0,0,24,24,0.0
90,14,17,3,0.822585,0.902658,0.103226,3,14,11,0.193548,3,14,11,0.193548,3,14,11,0.193548,2,15,12,0.129032,2,15,12,0.129032,2,15,12,0.129032,1,16,13,0.064516,0,17,14,0.0,0,17,14,0.0,0,17,14,0.0
91,31,22,9,0.471573,0.64091,0.350943,16,6,15,0.603774,14,8,17,0.528302,13,9,18,0.490566,13,9,18,0.490566,13,9,18,0.490566,13,9,18,0.490566,7,15,24,0.264151,4,18,27,0.150943,0,22,31,0.0,0,22,31,0.0
92,5,2,3,0.185455,0.312883,0.142857,2,0,3,0.571429,2,0,3,0.571429,1,1,4,0.285714,0,2,5,0.0,0,2,5,0.0,0,2,5,0.0,0,2,5,0.0,0,2,5,0.0,0,2,5,0.0,0,2,5,0.0
93,125,80,45,0.545543,0.705956,0.131707,38,42,87,0.370732,32,48,93,0.312195,30,50,95,0.292683,19,61,106,0.185366,10,70,115,0.097561,4,76,121,0.039024,2,78,123,0.019512,0,80,125,0.0,0,80,125,0.0,0,80,125,0.0
94,28,19,9,0.198231,0.330872,0.387234,16,3,12,0.680851,16,3,12,0.680851,16,3,12,0.680851,16,3,12,0.680851,13,6,15,0.553191,7,12,21,0.297872,5,14,23,0.212766,2,17,26,0.085106,0,19,28,0.0,0,19,28,0.0
95,54,38,16,0.56496,0.722012,0.421739,28,10,26,0.608696,27,11,27,0.586957,25,13,29,0.543478,25,13,29,0.543478,24,14,30,0.521739,23,15,31,0.5,21,17,33,0.456522,16,22,38,0.347826,5,33,49,0.108696,0,38,54,0.0
96,39,29,10,0.455666,0.626059,0.435294,22,7,17,0.647059,21,8,18,0.617647,20,9,19,0.588235,18,11,21,0.529412,18,11,21,0.529412,16,13,23,0.470588,13,16,26,0.382353,11,18,28,0.323529,9,20,30,0.264706,0,29,39,0.0
97,20,23,3,0.705281,0.827173,0.381395,11,12,9,0.511628,11,12,9,0.511628,11,12,9,0.511628,11,12,9,0.511628,10,13,10,0.465116,10,13,10,0.465116,8,15,12,0.372093,7,16,13,0.325581,3,20,17,0.139535,0,23,20,0.0
98,52,38,14,0.446076,0.616946,0.446667,31,7,21,0.688889,31,7,21,0.688889,30,8,22,0.666667,28,10,24,0.622222,27,11,25,0.6,25,13,27,0.555556,19,19,33,0.422222,9,29,43,0.2,1,37,51,0.022222,0,38,52,0.0
99,5,12,7,0.793535,0.884884,0.223529,2,10,3,0.235294,2,10,3,0.235294,2,10,3,0.235294,2,10,3,0.235294,2,10,3,0.235294,2,10,3,0.235294,2,10,3,0.235294,2,10,3,0.235294,2,10,3,0.235294,1,11,4,0.117647
100,39,50,11,0.38236,0.553199,0.224719,17,33,22,0.382022,16,34,23,0.359551,14,36,25,0.314607,13,37,26,0.292135,13,37,26,0.292135,10,40,29,0.224719,7,43,32,0.157303,7,43,32,0.157303,3,47,36,0.067416,0,50,39,0.0
