idx,n_gt,n_pred,count_error,iou_sem,dice_sem,mAP,tp_50,fp_50,fn_50,ap_50,tp_55,fp_55,fn_55,ap_55,tp_60,fp_60,fn_60,ap_60,tp_65,fp_65,fn_65,ap_65,tp_70,fp_70,fn_70,ap_70,tp_75,fp_75,fn_75,ap_75,tp_80,fp_80,fn_80,ap_80,tp_85,fp_85,fn_85,ap_85,tp_90,fp_90,fn_90,ap_90,tp_95,fp_95,fn_95,ap_95
79,12,9,3,0.808736,0.894255,0.752381,9,0,3,0.857143,9,0,3,0.857143,9,0,3,0.857143,9,0,3,0.857143,9,0,3,0.857143,9,0,3,0.857143,9,0,3,0.857143,9,0,3,0.857143,7,2,5,0.666667,0,9,12,0.0
80,1,1,0,0.535849,0.697789,0.7,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,0,1,1,0.0,0,1,1,0.0,0,1,1,0.0
81,9,11,2,0.432864,0.604194,0.57,9,2,0,0.9,9,2,0,0.9,9,2,0,0.9,8,3,1,0.8,8,3,1,0.8,6,5,3,0.6,5,6,4,0.5,3,8,6,0.3,0,11,9,0.0,0,11,9,0.0
82,2,0,2,0.0,0.0,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0
83,10,0,10,0.0,0.0,0.0,0,0,10,0.0,0,0,10,0.0,0,0,10,0.0,0,0,10,0.0,0,0,10,0.0,0,0,10,0.0,0,0,10,0.0,0,0,10,0.0,0,0,10,0.0,0,0,10,0.0
84,2,0,2,0.0,0.0,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0
85,27,23,4,0.602087,0.751628,0.164,12,11,15,0.48,10,13,17,0.4,7,16,20,0.28,5,18,22,0.2,4,19,23,0.16,2,21,25,0.08,1,22,26,0.04,0,23,27,0.0,0,23,27,0.0,0,23,27,0.0
86,17,31,14,0.777609,0.874893,0.1125,6,25,11,0.25,5,26,12,0.208333,5,26,12,0.208333,4,27,13,0.166667,3,28,14,0.125,2,29,15,0.083333,1,30,16,0.041667,1,30,16,0.041667,0,31,17,0.0,0,31,17,0.0
87,20,22,2,0.716246,0.834666,0.380952,15,7,5,0.714286,14,8,6,0.666667,13,9,7,0.619048,10,12,10,0.47619,10,12,10,0.47619,9,13,11,0.428571,6,16,14,0.285714,2,20,18,0.095238,1,21,19,0.047619,0,22,20,0.0
88,13,12,1,0.740851,0.851137,0.088,2,10,11,0.16,2,10,11,0.16,2,10,11,0.16,1,11,12,0.08,1,11,12,0.08,1,11,12,0.08,1,11,12,0.08,1,11,12,0.08,0,12,13,0.0,0,12,13,0.0
89,60,50,10,0.641615,0.781688,0.149091,23,27,37,0.418182,19,31,41,0.345455,17,33,43,0.309091,12,38,48,0.218182,6,44,54,0.109091,5,45,55,0.090909,0,50,60,0.0,0,50,60,0.0,0,50,60,0.0,0,50,60,0.0
90,43,27,16,0.585941,0.738919,0.394286,24,3,19,0.685714,23,4,20,0.657143,20,7,23,0.571429,17,10,26,0.485714,16,11,27,0.457143,14,13,29,0.4,13,14,30,0.371429,8,19,35,0.228571,3,24,40,0.085714,0,27,43,0.0
91,30,10,20,0.734129,0.846683,0.035,1,9,29,0.05,1,9,29,0.05,1,9,29,0.05,1,9,29,0.05,1,9,29,0.05,1,9,29,0.05,1,9,29,0.05,0,10,30,0.0,0,10,30,0.0,0,10,30,0.0
92,48,35,13,0.657199,0.793144,0.373494,24,11,24,0.578313,24,11,24,0.578313,23,12,25,0.554217,21,14,27,0.506024,18,17,30,0.433735,16,19,32,0.385542,14,21,34,0.337349,11,24,37,0.26506,4,31,44,0.096386,0,35,48,0.0
93,44,37,7,0.597539,0.748075,0.316049,24,13,20,0.592593,23,14,21,0.567901,19,18,25,0.469136,16,21,28,0.395062,13,24,31,0.320988,12,25,32,0.296296,11,26,33,0.271605,7,30,37,0.17284,3,34,41,0.074074,0,37,44,0.0
94,12,20,8,0.456574,0.626915,0.0125,1,19,11,0.0625,1,19,11,0.0625,0,20,12,0.0,0,20,12,0.0,0,20,12,0.0,0,20,12,0.0,0,20,12,0.0,0,20,12,0.0,0,20,12,0.0,0,20,12,0.0
95,61,39,22,0.60531,0.754135,0.328,27,12,34,0.54,25,14,36,0.5,24,15,37,0.48,24,15,37,0.48,23,16,38,0.46,16,23,45,0.32,13,26,48,0.26,9,30,52,0.18,2,37,59,0.04,1,38,60,0.02
96,11,10,1,0.604972,0.753873,0.114286,2,8,9,0.190476,2,8,9,0.190476,2,8,9,0.190476,2,8,9,0.190476,2,8,9,0.190476,2,8,9,0.190476,0,10,11,0.0,0,10,11,0.0,0,10,11,0.0,0,10,11,0.0
97,24,21,3,0.408887,0.580439,0.426667,19,2,5,0.844444,18,3,6,0.8,15,6,9,0.666667,14,7,10,0.622222,10,11,14,0.444444,10,11,14,0.444444,7,14,17,0.311111,3,18,21,0.133333,0,21,24,0.0,0,21,24,0.0
98,30,26,4,0.429751,0.601155,0.425,21,5,9,0.75,19,7,11,0.678571,18,8,12,0.642857,17,9,13,0.607143,14,12,16,0.5,13,13,17,0.464286,10,16,20,0.357143,6,20,24,0.214286,1,25,29,0.035714,0,26,30,0.0
99,95,48,47,0.773019,0.87198,0.076923,16,32,79,0.223776,13,35,82,0.181818,11,37,84,0.153846,8,40,87,0.111888,4,44,91,0.055944,3,45,92,0.041958,0,48,95,0.0,0,48,95,0.0,0,48,95,0.0,0,48,95,0.0
100,90,79,11,0.618847,0.764552,0.170414,39,40,51,0.461538,34,45,56,0.402367,25,54,65,0.295858,19,60,71,0.224852,16,63,74,0.189349,8,71,82,0.094675,2,77,88,0.023669,1,78,89,0.011834,0,79,90,0.0,0,79,90,0.0
0,11,11,0,0.478664,0.647428,0.863636,11,0,0,1.0,11,0,0,1.0,11,0,0,1.0,11,0,0,1.0,11,0,0,1.0,11,0,0,1.0,11,0,0,1.0,9,2,2,0.818182,8,3,3,0.727273,1,10,10,0.090909
1,9,10,1,0.392812,0.564056,0.694737,9,1,0,0.947368,9,1,0,0.947368,9,1,0,0.947368,9,1,0,0.947368,8,2,1,0.842105,8,2,1,0.842105,7,3,2,0.736842,5,5,4,0.526316,2,8,7,0.210526,0,10,9,0.0
2,52,35,17,0.698482,0.822478,0.296552,22,13,30,0.505747,21,14,31,0.482759,19,16,33,0.436782,17,18,35,0.390805,14,21,38,0.321839,13,22,39,0.298851,11,24,41,0.252874,10,25,42,0.229885,2,33,50,0.045977,0,35,52,0.0
3,9,9,0,0.436553,0.607779,0.722222,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,8,1,1,0.888889,2,7,7,0.222222,1,8,8,0.111111,0,9,9,0.0
4,65,66,1,0.558325,0.716571,0.572519,61,5,4,0.931298,59,7,6,0.900763,58,8,7,0.885496,53,13,12,0.80916,48,18,17,0.732824,42,24,23,0.641221,33,33,32,0.503817,18,48,47,0.274809,3,63,62,0.045802,0,66,65,0.0
5,18,16,2,0.760395,0.863892,0.794118,15,1,3,0.882353,15,1,3,0.882353,15,1,3,0.882353,15,1,3,0.882353,15,1,3,0.882353,14,2,4,0.823529,14,2,4,0.823529,13,3,5,0.764706,11,5,7,0.647059,8,8,10,0.470588
6,58,51,7,0.352458,0.521211,0.543119,46,5,12,0.844037,44,7,14,0.807339,43,8,15,0.788991,42,9,16,0.770642,40,11,18,0.733945,34,17,24,0.623853,28,23,30,0.513761,13,38,45,0.238532,5,46,53,0.091743,1,50,57,0.018349
7,11,11,0,0.434913,0.606187,0.581818,10,1,1,0.909091,9,2,2,0.818182,9,2,2,0.818182,9,2,2,0.818182,9,2,2,0.818182,9,2,2,0.818182,4,7,7,0.363636,4,7,7,0.363636,1,10,10,0.090909,0,11,11,0.0
8,12,10,2,0.704464,0.82661,0.7,10,0,2,0.909091,10,0,2,0.909091,10,0,2,0.909091,10,0,2,0.909091,10,0,2,0.909091,9,1,3,0.818182,7,3,5,0.636364,6,4,6,0.545455,4,6,8,0.363636,1,9,11,0.090909
9,19,20,1,0.325339,0.490952,0.353846,14,6,5,0.717949,13,7,6,0.666667,13,7,6,0.666667,11,9,8,0.564103,9,11,10,0.461538,4,16,15,0.205128,3,17,16,0.153846,2,18,17,0.102564,0,20,19,0.0,0,20,19,0.0
10,43,42,1,0.421496,0.593032,0.651765,40,2,3,0.941176,39,3,4,0.917647,39,3,4,0.917647,38,4,5,0.894118,38,4,5,0.894118,33,9,10,0.776471,28,14,15,0.658824,15,27,28,0.352941,7,35,36,0.164706,0,42,43,0.0
11,7,7,0,0.629141,0.772359,0.785714,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,7,0,0,1.0,4,3,3,0.571429,2,5,5,0.285714,0,7,7,0.0
12,77,52,25,0.602208,0.751723,0.386047,43,9,34,0.666667,42,10,35,0.651163,41,11,36,0.635659,39,13,38,0.604651,31,21,46,0.48062,24,28,53,0.372093,18,34,59,0.27907,9,43,68,0.139535,2,50,75,0.031008,0,52,77,0.0
13,37,36,1,0.413597,0.58517,0.70411,36,0,1,0.986301,36,0,1,0.986301,36,0,1,0.986301,36,0,1,0.986301,33,3,4,0.90411,31,5,6,0.849315,27,9,10,0.739726,17,19,20,0.465753,4,32,33,0.109589,1,35,36,0.027397
14,56,44,12,0.419288,0.590843,0.466,40,4,16,0.8,38,6,18,0.76,35,9,21,0.7,33,11,23,0.66,29,15,27,0.58,28,16,28,0.56,18,26,38,0.36,7,37,49,0.14,5,39,51,0.1,0,44,56,0.0
15,17,16,1,0.661567,0.796317,0.878788,16,0,1,0.969697,16,0,1,0.969697,16,0,1,0.969697,16,0,1,0.969697,16,0,1,0.969697,16,0,1,0.969697,15,1,2,0.909091,15,1,2,0.909091,13,3,4,0.787879,6,10,11,0.363636
16,9,8,1,0.759672,0.863425,0.894118,8,0,1,0.941176,8,0,1,0.941176,8,0,1,0.941176,8,0,1,0.941176,8,0,1,0.941176,8,0,1,0.941176,8,0,1,0.941176,8,0,1,0.941176,8,0,1,0.941176,4,4,5,0.470588
17,21,17,4,0.471286,0.640645,0.652632,15,2,6,0.789474,15,2,6,0.789474,15,2,6,0.789474,15,2,6,0.789474,15,2,6,0.789474,15,2,6,0.789474,15,2,6,0.789474,14,3,7,0.736842,5,12,16,0.263158,0,17,21,0.0
18,51,49,2,0.371521,0.541765,0.42,46,3,5,0.92,44,5,7,0.88,38,11,13,0.76,32,17,19,0.64,20,29,31,0.4,13,36,38,0.26,10,39,41,0.2,5,44,46,0.1,2,47,49,0.04,0,49,51,0.0
19,28,22,6,0.638378,0.779281,0.552,18,4,10,0.72,17,5,11,0.68,17,5,11,0.68,16,6,12,0.64,16,6,12,0.64,16,6,12,0.64,16,6,12,0.64,14,8,14,0.56,8,14,20,0.32,0,22,28,0.0
20,25,22,3,0.656126,0.792362,0.812766,22,0,3,0.93617,22,0,3,0.93617,21,1,4,0.893617,21,1,4,0.893617,21,1,4,0.893617,21,1,4,0.893617,21,1,4,0.893617,18,4,7,0.765957,18,4,7,0.765957,6,16,19,0.255319
21,40,41,1,0.412831,0.584402,0.288889,28,13,12,0.691358,25,16,15,0.617284,23,18,17,0.567901,19,22,21,0.469136,13,28,27,0.320988,8,33,32,0.197531,1,40,39,0.024691,0,41,40,0.0,0,41,40,0.0,0,41,40,0.0
22,22,22,0,0.442024,0.61306,0.745455,22,0,0,1.0,22,0,0,1.0,22,0,0,1.0,22,0,0,1.0,21,1,1,0.954545,20,2,2,0.909091,17,5,5,0.772727,14,8,8,0.636364,3,19,19,0.136364,1,21,21,0.045455
23,54,54,0,0.370071,0.540222,0.318519,46,8,8,0.851852,41,13,13,0.759259,36,18,18,0.666667,23,31,31,0.425926,17,37,37,0.314815,6,48,48,0.111111,1,53,53,0.018519,1,53,53,0.018519,1,53,53,0.018519,0,54,54,0.0
24,33,33,0,0.651873,0.789253,0.706061,30,3,3,0.909091,30,3,3,0.909091,30,3,3,0.909091,28,5,5,0.848485,27,6,6,0.818182,27,6,6,0.818182,26,7,7,0.787879,19,14,14,0.575758,14,19,19,0.424242,2,31,31,0.060606
25,9,9,0,0.737029,0.848609,0.911111,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,8,1,1,0.888889,2,7,7,0.222222
26,14,12,2,0.351369,0.52002,0.430769,11,1,3,0.846154,10,2,4,0.769231,10,2,4,0.769231,9,3,5,0.692308,7,5,7,0.538462,5,7,9,0.384615,2,10,12,0.153846,2,10,12,0.153846,0,12,14,0.0,0,12,14,0.0
27,73,65,8,0.309293,0.472458,0.46087,62,3,11,0.898551,59,6,14,0.855072,53,12,20,0.768116,49,16,24,0.710145,41,24,32,0.594203,30,35,43,0.434783,17,48,56,0.246377,6,59,67,0.086957,1,64,72,0.014493,0,65,73,0.0
28,8,9,1,0.370149,0.540305,0.541176,6,3,2,0.705882,6,3,2,0.705882,6,3,2,0.705882,6,3,2,0.705882,6,3,2,0.705882,6,3,2,0.705882,5,4,3,0.588235,4,5,4,0.470588,1,8,7,0.117647,0,9,8,0.0
29,4,4,0,0.800487,0.889189,0.775,4,0,0,1.0,4,0,0,1.0,4,0,0,1.0,3,1,1,0.75,3,1,1,0.75,3,1,1,0.75,3,1,1,0.75,3,1,1,0.75,2,2,2,0.5,2,2,2,0.5
30,12,19,7,0.551523,0.710944,0.251613,7,12,5,0.451613,7,12,5,0.451613,6,13,6,0.387097,5,14,7,0.322581,5,14,7,0.322581,5,14,7,0.322581,2,17,10,0.129032,1,18,11,0.064516,1,18,11,0.064516,0,19,12,0.0
31,28,25,3,0.50376,0.670001,0.777358,25,0,3,0.943396,25,0,3,0.943396,25,0,3,0.943396,25,0,3,0.943396,25,0,3,0.943396,25,0,3,0.943396,23,2,5,0.867925,20,5,8,0.754717,12,13,16,0.45283,1,24,27,0.037736
32,4,4,0,0.749222,0.856635,0.775,4,0,0,1.0,4,0,0,1.0,4,0,0,1.0,4,0,0,1.0,3,1,1,0.75,3,1,1,0.75,3,1,1,0.75,3,1,1,0.75,2,2,2,0.5,1,3,3,0.25
33,27,26,1,0.511669,0.676959,0.796226,24,2,3,0.90566,24,2,3,0.90566,24,2,3,0.90566,24,2,3,0.90566,24,2,3,0.90566,24,2,3,0.90566,24,2,3,0.90566,22,4,5,0.830189,17,9,10,0.641509,4,22,23,0.150943
34,12,12,0,0.458366,0.628602,0.791667,12,0,0,1.0,12,0,0,1.0,12,0,0,1.0,12,0,0,1.0,12,0,0,1.0,12,0,0,1.0,11,1,1,0.916667,9,3,3,0.75,3,9,9,0.25,0,12,12,0.0
35,13,12,1,0.704691,0.826767,0.68,11,1,2,0.88,11,1,2,0.88,11,1,2,0.88,10,2,3,0.8,10,2,3,0.8,9,3,4,0.72,8,4,5,0.64,8,4,5,0.64,6,6,7,0.48,1,11,12,0.08
36,17,18,1,0.424916,0.596408,0.628571,16,2,1,0.914286,16,2,1,0.914286,16,2,1,0.914286,15,3,2,0.857143,14,4,3,0.8,14,4,3,0.8,10,8,7,0.571429,6,12,11,0.342857,2,16,15,0.114286,1,17,16,0.057143
37,8,7,1,0.333333,0.5,0.546667,7,0,1,0.933333,7,0,1,0.933333,6,1,2,0.8,6,1,2,0.8,5,2,3,0.666667,5,2,3,0.666667,3,4,5,0.4,2,5,6,0.266667,0,7,8,0.0,0,7,8,0.0
38,14,11,3,0.71183,0.83166,0.704,11,0,3,0.88,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,9,2,5,0.72,9,2,5,0.72,9,2,5,0.72,7,4,7,0.56,3,8,11,0.24
39,65,49,16,0.255268,0.406714,0.349123,40,9,25,0.701754,39,10,26,0.684211,37,12,28,0.649123,31,18,34,0.54386,26,23,39,0.45614,16,33,49,0.280702,8,41,57,0.140351,2,47,63,0.035088,0,49,65,0.0,0,49,65,0.0
40,86,76,10,0.225112,0.367496,0.414815,60,16,26,0.740741,58,18,28,0.716049,56,20,30,0.691358,53,23,33,0.654321,42,34,44,0.518519,30,46,56,0.37037,23,53,63,0.283951,12,64,74,0.148148,2,74,84,0.024691,0,76,86,0.0
41,16,16,0,0.690068,0.816616,0.9125,16,0,0,1.0,16,0,0,1.0,16,0,0,1.0,16,0,0,1.0,16,0,0,1.0,16,0,0,1.0,15,1,1,0.9375,15,1,1,0.9375,14,2,2,0.875,6,10,10,0.375
42,46,44,2,0.37304,0.543378,0.515556,40,4,6,0.888889,40,4,6,0.888889,38,6,8,0.844444,37,7,9,0.822222,32,12,14,0.711111,24,20,22,0.533333,14,30,32,0.311111,6,38,40,0.133333,1,43,45,0.022222,0,44,46,0.0
43,10,9,1,0.392827,0.564071,0.652632,9,0,1,0.947368,9,0,1,0.947368,9,0,1,0.947368,9,0,1,0.947368,9,0,1,0.947368,8,1,2,0.842105,6,3,4,0.631579,3,6,7,0.315789,0,9,10,0.0,0,9,10,0.0
44,21,16,5,0.357002,0.526163,0.378378,13,3,8,0.702703,13,3,8,0.702703,11,5,10,0.594595,9,7,12,0.486486,8,8,13,0.432432,8,8,13,0.432432,6,10,15,0.324324,2,14,19,0.108108,0,16,21,0.0,0,16,21,0.0
45,46,43,3,0.417252,0.588819,0.665169,40,3,6,0.898876,40,3,6,0.898876,40,3,6,0.898876,40,3,6,0.898876,40,3,6,0.898876,39,4,7,0.876404,28,15,18,0.629213,20,23,26,0.449438,8,35,38,0.179775,1,42,45,0.022472
46,8,8,0,0.431799,0.603156,0.675,8,0,0,1.0,8,0,0,1.0,7,1,1,0.875,7,1,1,0.875,7,1,1,0.875,7,1,1,0.875,7,1,1,0.875,3,5,5,0.375,0,8,8,0.0,0,8,8,0.0
47,10,11,1,0.420683,0.592227,0.638095,10,1,0,0.952381,9,2,1,0.857143,9,2,1,0.857143,9,2,1,0.857143,9,2,1,0.857143,7,4,3,0.666667,7,4,3,0.666667,6,5,4,0.571429,1,10,9,0.095238,0,11,10,0.0
48,30,44,14,0.067782,0.126958,0.156757,14,30,16,0.378378,12,32,18,0.324324,10,34,20,0.27027,8,36,22,0.216216,4,40,26,0.108108,3,41,27,0.081081,3,41,27,0.081081,3,41,27,0.081081,1,43,29,0.027027,0,44,30,0.0
49,2,4,2,0.283168,0.441358,0.1,1,3,1,0.333333,1,3,1,0.333333,1,3,1,0.333333,0,4,2,0.0,0,4,2,0.0,0,4,2,0.0,0,4,2,0.0,0,4,2,0.0,0,4,2,0.0,0,4,2,0.0
50,13,13,0,0.384115,0.555033,0.615385,13,0,0,1.0,13,0,0,1.0,13,0,0,1.0,13,0,0,1.0,12,1,1,0.923077,9,4,4,0.692308,5,8,8,0.384615,2,11,11,0.153846,0,13,13,0.0,0,13,13,0.0
51,19,20,1,0.503824,0.670057,0.646154,19,1,0,0.974359,18,2,1,0.923077,17,3,2,0.871795,16,4,3,0.820513,16,4,3,0.820513,16,4,3,0.820513,12,8,7,0.615385,9,11,10,0.461538,3,17,16,0.153846,0,20,19,0.0
52,49,42,7,0.366454,0.536357,0.287912,33,9,16,0.725275,30,12,19,0.659341,27,15,22,0.593407,20,22,29,0.43956,12,30,37,0.263736,6,36,43,0.131868,2,40,47,0.043956,1,41,48,0.021978,0,42,49,0.0,0,42,49,0.0
53,11,12,1,0.495635,0.662775,0.791304,11,1,0,0.956522,11,1,0,0.956522,11,1,0,0.956522,11,1,0,0.956522,11,1,0,0.956522,11,1,0,0.956522,11,1,0,0.956522,9,3,2,0.782609,5,7,6,0.434783,0,12,11,0.0
54,13,13,0,0.705148,0.827081,0.853846,13,0,0,1.0,13,0,0,1.0,13,0,0,1.0,12,1,1,0.923077,12,1,1,0.923077,12,1,1,0.923077,12,1,1,0.923077,11,2,2,0.846154,9,4,4,0.692308,4,9,9,0.307692
55,13,12,1,0.736939,0.848549,0.784,12,0,1,0.96,12,0,1,0.96,12,0,1,0.96,12,0,1,0.96,11,1,2,0.88,11,1,2,0.88,11,1,2,0.88,8,4,5,0.64,7,5,6,0.56,2,10,11,0.16
56,16,13,3,0.339853,0.507299,0.406897,12,1,4,0.827586,12,1,4,0.827586,12,1,4,0.827586,11,2,5,0.758621,8,5,8,0.551724,3,10,13,0.206897,1,12,15,0.068966,0,13,16,0.0,0,13,16,0.0,0,13,16,0.0
57,19,16,3,0.75117,0.857906,0.748571,16,0,3,0.914286,16,0,3,0.914286,16,0,3,0.914286,16,0,3,0.914286,15,1,4,0.857143,13,3,6,0.742857,12,4,7,0.685714,12,4,7,0.685714,11,5,8,0.628571,4,12,15,0.228571
58,15,14,1,0.58112,0.735074,0.531034,14,0,1,0.965517,14,0,1,0.965517,14,0,1,0.965517,13,1,2,0.896552,10,4,5,0.689655,9,5,6,0.62069,3,11,12,0.206897,0,14,15,0.0,0,14,15,0.0,0,14,15,0.0
59,8,7,1,0.456195,0.626558,0.68,7,0,1,0.933333,7,0,1,0.933333,7,0,1,0.933333,7,0,1,0.933333,7,0,1,0.933333,7,0,1,0.933333,6,1,2,0.8,3,4,5,0.4,0,7,8,0.0,0,7,8,0.0
60,35,33,2,0.417818,0.589381,0.702941,32,1,3,0.941176,32,1,3,0.941176,32,1,3,0.941176,32,1,3,0.941176,32,1,3,0.941176,32,1,3,0.941176,26,7,9,0.764706,18,15,17,0.529412,3,30,32,0.088235,0,33,35,0.0
61,64,55,9,0.372376,0.542673,0.403361,43,12,21,0.722689,41,14,23,0.689076,38,17,26,0.638655,35,20,29,0.588235,30,25,34,0.504202,22,33,42,0.369748,18,37,46,0.302521,12,43,52,0.201681,1,54,63,0.016807,0,55,64,0.0
62,21,15,6,0.293686,0.45403,0.277778,11,4,10,0.611111,11,4,10,0.611111,9,6,12,0.5,7,8,14,0.388889,6,9,15,0.333333,3,12,18,0.166667,2,13,19,0.111111,1,14,20,0.055556,0,15,21,0.0,0,15,21,0.0
63,14,14,0,0.768613,0.86917,0.892857,14,0,0,1.0,14,0,0,1.0,14,0,0,1.0,14,0,0,1.0,13,1,1,0.928571,13,1,1,0.928571,13,1,1,0.928571,12,2,2,0.857143,12,2,2,0.857143,6,8,8,0.428571
64,9,9,0,0.483457,0.651798,0.855556,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,8,1,1,0.888889,5,4,4,0.555556,1,8,8,0.111111
65,15,14,1,0.730826,0.844483,0.8,13,1,2,0.896552,13,1,2,0.896552,13,1,2,0.896552,13,1,2,0.896552,13,1,2,0.896552,13,1,2,0.896552,13,1,2,0.896552,12,2,3,0.827586,11,3,4,0.758621,2,12,13,0.137931
66,10,10,0,0.499533,0.666252,0.81,10,0,0,1.0,10,0,0,1.0,10,0,0,1.0,10,0,0,1.0,10,0,0,1.0,10,0,0,1.0,9,1,1,0.9,8,2,2,0.8,4,6,6,0.4,0,10,10,0.0
67,8,12,4,0.735466,0.847572,0.51,7,5,1,0.7,7,5,1,0.7,7,5,1,0.7,7,5,1,0.7,6,6,2,0.6,6,6,2,0.6,5,7,3,0.5,4,8,4,0.4,2,10,6,0.2,0,12,8,0.0
68,8,8,0,0.392661,0.5639,0.6875,8,0,0,1.0,8,0,0,1.0,8,0,0,1.0,8,0,0,1.0,8,0,0,1.0,7,1,1,0.875,5,3,3,0.625,2,6,6,0.25,1,7,7,0.125,0,8,8,0.0
69,13,11,2,0.394556,0.565851,0.591667,10,1,3,0.833333,10,1,3,0.833333,10,1,3,0.833333,10,1,3,0.833333,9,2,4,0.75,9,2,4,0.75,8,3,5,0.666667,4,7,9,0.333333,1,10,12,0.083333,0,11,13,0.0
70,8,8,0,0.504647,0.670784,0.85,8,0,0,1.0,8,0,0,1.0,8,0,0,1.0,8,0,0,1.0,8,0,0,1.0,8,0,0,1.0,7,1,1,0.875,7,1,1,0.875,6,2,2,0.75,0,8,8,0.0
71,5,5,0,0.491803,0.659341,0.84,5,0,0,1.0,5,0,0,1.0,5,0,0,1.0,5,0,0,1.0,5,0,0,1.0,5,0,0,1.0,5,0,0,1.0,5,0,0,1.0,2,3,3,0.4,0,5,5,0.0
72,15,11,4,0.760714,0.864097,0.661538,10,1,5,0.769231,10,1,5,0.769231,9,2,6,0.692308,9,2,6,0.692308,9,2,6,0.692308,9,2,6,0.692308,9,2,6,0.692308,9,2,6,0.692308,7,4,8,0.538462,5,6,10,0.384615
73,10,6,4,0.76024,0.863791,0.6125,6,0,4,0.75,5,1,5,0.625,5,1,5,0.625,5,1,5,0.625,5,1,5,0.625,5,1,5,0.625,5,1,5,0.625,5,1,5,0.625,5,1,5,0.625,3,3,7,0.375
74,10,9,1,0.43669,0.607911,0.778947,9,0,1,0.947368,9,0,1,0.947368,9,0,1,0.947368,9,0,1,0.947368,9,0,1,0.947368,9,0,1,0.947368,8,1,2,0.842105,7,2,3,0.736842,5,4,5,0.526316,0,9,10,0.0
75,38,38,0,0.401329,0.572783,0.323684,33,5,5,0.868421,29,9,9,0.763158,24,14,14,0.631579,19,19,19,0.5,10,28,28,0.263158,6,32,32,0.157895,1,37,37,0.026316,1,37,37,0.026316,0,38,38,0.0,0,38,38,0.0
76,1,1,0,0.376471,0.547009,0.8,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,0,1,1,0.0,0,1,1,0.0
77,41,38,3,0.441208,0.612275,0.627848,36,2,5,0.911392,33,5,8,0.835443,32,6,9,0.810127,32,6,9,0.810127,32,6,9,0.810127,29,9,12,0.734177,25,13,16,0.632911,20,18,21,0.506329,9,29,32,0.227848,0,38,41,0.0
78,14,11,3,0.761648,0.864699,0.8,11,0,3,0.88,11,0,3,0.88,11,0,3,0.88,11,0,3,0.88,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,10,1,4,0.8,9,2,5,0.72,7,4,7,0.56
79,12,9,3,0.77376,0.872452,0.838095,9,0,3,0.857143,9,0,3,0.857143,9,0,3,0.857143,9,0,3,0.857143,9,0,3,0.857143,9,0,3,0.857143,9,0,3,0.857143,9,0,3,0.857143,9,0,3,0.857143,7,2,5,0.666667
80,1,1,0,0.415094,0.586667,0.7,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,0,1,1,0.0,0,1,1,0.0,0,1,1,0.0
81,9,10,1,0.41819,0.589752,0.673684,9,1,0,0.947368,9,1,0,0.947368,9,1,0,0.947368,9,1,0,0.947368,9,1,0,0.947368,7,3,2,0.736842,6,4,3,0.631579,5,5,4,0.526316,1,9,8,0.105263,0,10,9,0.0
82,2,0,2,0.0,0.0,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0
83,10,0,10,0.0,0.0,0.0,0,0,10,0.0,0,0,10,0.0,0,0,10,0.0,0,0,10,0.0,0,0,10,0.0,0,0,10,0.0,0,0,10,0.0,0,0,10,0.0,0,0,10,0.0,0,0,10,0.0
84,2,0,2,0.0,0.0,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0
