idx,n_gt,n_pred,count_error,iou_sem,dice_sem,mAP,tp_50,fp_50,fn_50,ap_50,tp_55,fp_55,fn_55,ap_55,tp_60,fp_60,fn_60,ap_60,tp_65,fp_65,fn_65,ap_65,tp_70,fp_70,fn_70,ap_70,tp_75,fp_75,fn_75,ap_75,tp_80,fp_80,fn_80,ap_80,tp_85,fp_85,fn_85,ap_85,tp_90,fp_90,fn_90,ap_90,tp_95,fp_95,fn_95,ap_95
14,56,42,14,0.767222,0.86828,0.442857,35,7,21,0.714286,31,11,25,0.632653,29,13,27,0.591837,26,16,30,0.530612,24,18,32,0.489796,24,18,32,0.489796,22,20,34,0.44898,17,25,39,0.346939,8,34,48,0.163265,1,41,55,0.020408
15,17,16,1,0.921122,0.958942,0.8,16,0,1,0.969697,16,0,1,0.969697,16,0,1,0.969697,15,1,2,0.909091,15,1,2,0.909091,15,1,2,0.909091,14,2,3,0.848485,11,5,6,0.666667,11,5,6,0.666667,3,13,14,0.181818
16,9,7,2,0.940994,0.9696,0.6125,6,1,3,0.75,5,2,4,0.625,5,2,4,0.625,5,2,4,0.625,5,2,4,0.625,5,2,4,0.625,5,2,4,0.625,5,2,4,0.625,5,2,4,0.625,3,4,6,0.375
17,21,16,5,0.836207,0.910798,0.572973,13,3,8,0.702703,13,3,8,0.702703,13,3,8,0.702703,13,3,8,0.702703,13,3,8,0.702703,13,3,8,0.702703,12,4,9,0.648649,10,6,11,0.540541,5,11,16,0.27027,1,15,20,0.054054
18,51,41,10,0.658662,0.794209,0.306522,34,7,17,0.73913,31,10,20,0.673913,29,12,22,0.630435,23,18,28,0.5,11,30,40,0.23913,7,34,44,0.152174,3,38,48,0.065217,2,39,49,0.043478,1,40,50,0.021739,0,41,51,0.0
19,28,18,10,0.822601,0.902667,0.352174,13,5,15,0.565217,13,5,15,0.565217,12,6,16,0.521739,9,9,19,0.391304,9,9,19,0.391304,8,10,20,0.347826,7,11,21,0.304348,7,11,21,0.304348,3,15,25,0.130435,0,18,28,0.0
20,25,19,6,0.884418,0.938664,0.522727,17,2,8,0.772727,17,2,8,0.772727,15,4,10,0.681818,14,5,11,0.636364,12,7,13,0.545455,12,7,13,0.545455,11,8,14,0.5,10,9,15,0.454545,7,12,18,0.318182,0,19,25,0.0
21,40,28,12,0.68769,0.814948,0.267647,21,7,19,0.617647,18,10,22,0.529412,18,10,22,0.529412,15,13,25,0.441176,12,16,28,0.352941,5,23,35,0.147059,2,26,38,0.058824,0,28,40,0.0,0,28,40,0.0,0,28,40,0.0
22,22,20,2,0.775915,0.87382,0.609524,20,0,2,0.952381,20,0,2,0.952381,20,0,2,0.952381,20,0,2,0.952381,18,2,4,0.857143,17,3,5,0.809524,7,13,15,0.333333,4,16,18,0.190476,1,19,21,0.047619,1,19,21,0.047619
23,54,44,10,0.651253,0.788799,0.232653,28,16,26,0.571429,27,17,27,0.55102,23,21,31,0.469388,20,24,34,0.408163,12,32,42,0.244898,3,41,51,0.061224,1,43,53,0.020408,0,44,54,0.0,0,44,54,0.0,0,44,54,0.0
24,33,31,2,0.816881,0.899213,0.54375,25,6,8,0.78125,25,6,8,0.78125,24,7,9,0.75,24,7,9,0.75,24,7,9,0.75,22,9,11,0.6875,17,14,16,0.53125,9,22,24,0.28125,4,27,29,0.125,0,31,33,0.0
25,9,10,1,0.566075,0.722922,0.368421,6,4,3,0.631579,6,4,3,0.631579,6,4,3,0.631579,6,4,3,0.631579,4,6,5,0.421053,3,7,6,0.315789,3,7,6,0.315789,1,9,8,0.105263,0,10,9,0.0,0,10,9,0.0
26,14,12,2,0.730809,0.844471,0.369231,9,3,5,0.692308,8,4,6,0.615385,8,4,6,0.615385,6,6,8,0.461538,6,6,8,0.461538,6,6,8,0.461538,4,8,10,0.307692,1,11,13,0.076923,0,12,14,0.0,0,12,14,0.0
27,73,61,12,0.767011,0.868145,0.580597,57,4,16,0.850746,57,4,16,0.850746,56,5,17,0.835821,56,5,17,0.835821,54,7,19,0.80597,50,11,23,0.746269,38,23,35,0.567164,14,47,59,0.208955,6,55,67,0.089552,1,60,72,0.014925
28,8,10,2,0.787135,0.88089,0.488889,7,3,1,0.777778,6,4,2,0.666667,6,4,2,0.666667,5,5,3,0.555556,5,5,3,0.555556,5,5,3,0.555556,4,6,4,0.444444,3,7,5,0.333333,3,7,5,0.333333,0,10,8,0.0
29,4,3,1,0.830056,0.907137,0.628571,3,0,1,0.857143,3,0,1,0.857143,3,0,1,0.857143,3,0,1,0.857143,3,0,1,0.857143,3,0,1,0.857143,2,1,2,0.571429,1,2,3,0.285714,1,2,3,0.285714,0,3,4,0.0
30,12,13,1,0.4703,0.639734,0.128,3,10,9,0.24,3,10,9,0.24,3,10,9,0.24,3,10,9,0.24,2,11,10,0.16,1,12,11,0.08,1,12,11,0.08,0,13,12,0.0,0,13,12,0.0,0,13,12,0.0
31,28,23,5,0.842672,0.91462,0.643137,21,2,7,0.823529,21,2,7,0.823529,21,2,7,0.823529,21,2,7,0.823529,21,2,7,0.823529,21,2,7,0.823529,20,3,8,0.784314,13,10,15,0.509804,5,18,23,0.196078,0,23,28,0.0
32,4,5,1,0.312367,0.476037,0.088889,1,4,3,0.222222,1,4,3,0.222222,1,4,3,0.222222,1,4,3,0.222222,0,5,4,0.0,0,5,4,0.0,0,5,4,0.0,0,5,4,0.0,0,5,4,0.0,0,5,4,0.0
33,27,25,2,0.696106,0.820829,0.45,21,4,6,0.807692,20,5,7,0.769231,17,8,10,0.653846,17,8,10,0.653846,15,10,12,0.576923,13,12,14,0.5,9,16,18,0.346154,4,21,23,0.153846,1,24,26,0.038462,0,25,27,0.0
34,12,11,1,0.760522,0.863974,0.565217,11,0,1,0.956522,10,1,2,0.869565,10,1,2,0.869565,10,1,2,0.869565,9,2,3,0.782609,8,3,4,0.695652,5,6,7,0.434783,2,9,10,0.173913,0,11,12,0.0,0,11,12,0.0
35,13,8,5,0.748904,0.856427,0.4,8,0,5,0.761905,8,0,5,0.761905,8,0,5,0.761905,4,4,9,0.380952,4,4,9,0.380952,4,4,9,0.380952,3,5,10,0.285714,2,6,11,0.190476,1,7,12,0.095238,0,8,13,0.0
36,17,15,2,0.866381,0.928408,0.7375,14,1,3,0.875,14,1,3,0.875,14,1,3,0.875,14,1,3,0.875,14,1,3,0.875,14,1,3,0.875,14,1,3,0.875,11,4,6,0.6875,8,7,9,0.5,1,14,16,0.0625
37,8,8,0,0.54298,0.703807,0.35,5,3,3,0.625,5,3,3,0.625,5,3,3,0.625,5,3,3,0.625,5,3,3,0.625,3,5,5,0.375,0,8,8,0.0,0,8,8,0.0,0,8,8,0.0,0,8,8,0.0
38,14,10,4,0.897118,0.945769,0.633333,9,1,5,0.75,9,1,5,0.75,9,1,5,0.75,9,1,5,0.75,9,1,5,0.75,9,1,5,0.75,9,1,5,0.75,7,3,7,0.583333,5,5,9,0.416667,1,9,13,0.083333
39,65,48,17,0.707831,0.828924,0.410619,40,8,25,0.707965,38,10,27,0.672566,37,11,28,0.654867,34,14,31,0.60177,33,15,32,0.584071,26,22,39,0.460177,15,33,50,0.265487,7,41,58,0.123894,2,46,63,0.035398,0,48,65,0.0
40,86,69,17,0.400644,0.572085,0.343226,53,16,33,0.683871,49,20,37,0.632258,46,23,40,0.593548,39,30,47,0.503226,32,37,54,0.412903,20,49,66,0.258065,17,52,69,0.219355,9,60,77,0.116129,1,68,85,0.012903,0,69,86,0.0
41,16,13,3,0.908891,0.952271,0.689655,13,0,3,0.896552,12,1,4,0.827586,12,1,4,0.827586,11,2,5,0.758621,11,2,5,0.758621,11,2,5,0.758621,10,3,6,0.689655,9,4,7,0.62069,7,6,9,0.482759,4,9,12,0.275862
42,46,41,5,0.657586,0.793426,0.434483,32,9,14,0.735632,32,9,14,0.735632,28,13,18,0.643678,25,16,21,0.574713,23,18,23,0.528736,21,20,25,0.482759,15,26,31,0.344828,9,32,37,0.206897,3,38,43,0.068966,1,40,45,0.022989
43,10,10,0,0.855063,0.921869,0.71,10,0,0,1.0,10,0,0,1.0,10,0,0,1.0,9,1,1,0.9,8,2,2,0.8,8,2,2,0.8,7,3,3,0.7,6,4,4,0.6,3,7,7,0.3,0,10,10,0.0
44,21,15,6,0.649338,0.787392,0.266667,8,7,13,0.444444,8,7,13,0.444444,8,7,13,0.444444,7,8,14,0.388889,7,8,14,0.388889,6,9,15,0.333333,3,12,18,0.166667,1,14,20,0.055556,0,15,21,0.0,0,15,21,0.0
45,46,38,8,0.829258,0.906661,0.545238,36,2,10,0.857143,34,4,12,0.809524,34,4,12,0.809524,34,4,12,0.809524,34,4,12,0.809524,32,6,14,0.761905,20,18,26,0.47619,5,33,41,0.119048,0,38,46,0.0,0,38,46,0.0
46,8,8,0,0.824941,0.904074,0.6625,8,0,0,1.0,8,0,0,1.0,7,1,1,0.875,7,1,1,0.875,7,1,1,0.875,7,1,1,0.875,6,2,2,0.75,3,5,5,0.375,0,8,8,0.0,0,8,8,0.0
47,10,10,0,0.719555,0.836908,0.51,8,2,2,0.8,8,2,2,0.8,7,3,3,0.7,7,3,3,0.7,7,3,3,0.7,7,3,3,0.7,4,6,6,0.4,3,7,7,0.3,0,10,10,0.0,0,10,10,0.0
48,30,22,8,0.10231,0.185628,0.219231,14,8,16,0.538462,11,11,19,0.423077,10,12,20,0.384615,8,14,22,0.307692,6,16,24,0.230769,5,17,25,0.192308,2,20,28,0.076923,1,21,29,0.038462,0,22,30,0.0,0,22,30,0.0
49,2,4,2,0.499346,0.666085,0.1,1,3,1,0.333333,1,3,1,0.333333,1,3,1,0.333333,0,4,2,0.0,0,4,2,0.0,0,4,2,0.0,0,4,2,0.0,0,4,2,0.0,0,4,2,0.0,0,4,2,0.0
50,13,13,0,0.845908,0.916522,0.738462,13,0,0,1.0,13,0,0,1.0,13,0,0,1.0,13,0,0,1.0,11,2,2,0.846154,11,2,2,0.846154,11,2,2,0.846154,8,5,5,0.615385,3,10,10,0.230769,0,13,13,0.0
51,19,17,2,0.815934,0.898638,0.555556,15,2,4,0.833333,15,2,4,0.833333,15,2,4,0.833333,15,2,4,0.833333,13,4,6,0.722222,13,4,6,0.722222,9,8,10,0.5,5,12,14,0.277778,0,17,19,0.0,0,17,19,0.0
52,49,33,16,0.674844,0.805859,0.221951,22,11,27,0.536585,21,12,28,0.512195,17,16,32,0.414634,13,20,36,0.317073,8,25,41,0.195122,7,26,42,0.170732,2,31,47,0.04878,1,32,48,0.02439,0,33,49,0.0,0,33,49,0.0
53,11,11,0,0.826309,0.904895,0.690909,11,0,0,1.0,11,0,0,1.0,11,0,0,1.0,11,0,0,1.0,11,0,0,1.0,11,0,0,1.0,6,5,5,0.545455,4,7,7,0.363636,0,11,11,0.0,0,11,11,0.0
54,13,12,1,0.822454,0.902579,0.584,12,0,1,0.96,12,0,1,0.96,11,1,2,0.88,9,3,4,0.72,8,4,5,0.64,8,4,5,0.64,6,6,7,0.48,4,8,9,0.32,3,9,10,0.24,0,12,13,0.0
55,13,11,2,0.903178,0.949126,0.616667,10,1,3,0.833333,10,1,3,0.833333,10,1,3,0.833333,9,2,4,0.75,8,3,5,0.666667,7,4,6,0.583333,7,4,6,0.583333,6,5,7,0.5,4,7,9,0.333333,3,8,10,0.25
56,16,11,5,0.526233,0.689584,0.281481,7,4,9,0.518519,7,4,9,0.518519,6,5,10,0.444444,5,6,11,0.37037,5,6,11,0.37037,4,7,12,0.296296,3,8,13,0.222222,1,10,15,0.074074,0,11,16,0.0,0,11,16,0.0
57,19,10,9,0.878461,0.935299,0.310345,9,1,10,0.62069,7,3,12,0.482759,6,4,13,0.413793,5,5,14,0.344828,5,5,14,0.344828,5,5,14,0.344828,3,7,16,0.206897,3,7,16,0.206897,1,9,18,0.068966,1,9,18,0.068966
58,15,9,6,0.712536,0.832141,0.216667,5,4,10,0.416667,5,4,10,0.416667,5,4,10,0.416667,4,5,11,0.333333,3,6,12,0.25,1,8,14,0.083333,1,8,14,0.083333,1,8,14,0.083333,1,8,14,0.083333,0,9,15,0.0
59,8,7,1,0.751394,0.858053,0.546667,7,0,1,0.933333,7,0,1,0.933333,7,0,1,0.933333,7,0,1,0.933333,6,1,2,0.8,4,3,4,0.533333,2,5,6,0.266667,1,6,7,0.133333,0,7,8,0.0,0,7,8,0.0
60,35,31,4,0.780834,0.876931,0.521212,29,2,6,0.878788,28,3,7,0.848485,28,3,7,0.848485,26,5,9,0.787879,26,5,9,0.787879,20,11,15,0.606061,11,20,24,0.333333,3,28,32,0.090909,1,30,34,0.030303,0,31,35,0.0
61,64,56,8,0.481436,0.649959,0.121667,17,39,47,0.283333,13,43,51,0.216667,9,47,55,0.15,8,48,56,0.133333,8,48,56,0.133333,5,51,59,0.083333,4,52,60,0.066667,4,52,60,0.066667,3,53,61,0.05,2,54,62,0.033333
62,21,14,7,0.716312,0.834711,0.302857,10,4,11,0.571429,8,6,13,0.457143,8,6,13,0.457143,7,7,14,0.4,7,7,14,0.4,6,8,15,0.342857,5,9,16,0.285714,1,13,20,0.057143,1,13,20,0.057143,0,14,21,0.0
63,14,12,2,0.905611,0.950468,0.623077,12,0,2,0.923077,11,1,3,0.846154,10,2,4,0.769231,9,3,5,0.692308,9,3,5,0.692308,8,4,6,0.615385,8,4,6,0.615385,7,5,7,0.538462,5,7,9,0.384615,2,10,12,0.153846
64,9,9,0,0.782769,0.87815,0.566667,9,0,0,1.0,9,0,0,1.0,8,1,1,0.888889,8,1,1,0.888889,8,1,1,0.888889,6,3,3,0.666667,3,6,6,0.333333,0,9,9,0.0,0,9,9,0.0,0,9,9,0.0
65,15,12,3,0.87905,0.935632,0.637037,11,1,4,0.814815,11,1,4,0.814815,11,1,4,0.814815,11,1,4,0.814815,11,1,4,0.814815,10,2,5,0.740741,10,2,5,0.740741,7,5,8,0.518519,4,8,11,0.296296,0,12,15,0.0
66,10,10,0,0.843231,0.914949,0.74,10,0,0,1.0,10,0,0,1.0,10,0,0,1.0,10,0,0,1.0,9,1,1,0.9,9,1,1,0.9,8,2,2,0.8,5,5,5,0.5,3,7,7,0.3,0,10,10,0.0
67,8,6,2,0.773844,0.872505,0.471429,6,0,2,0.857143,5,1,3,0.714286,5,1,3,0.714286,5,1,3,0.714286,5,1,3,0.714286,3,3,5,0.428571,2,4,6,0.285714,2,4,6,0.285714,0,6,8,0.0,0,6,8,0.0
68,8,8,0,0.827528,0.905625,0.7,8,0,0,1.0,8,0,0,1.0,8,0,0,1.0,8,0,0,1.0,8,0,0,1.0,7,1,1,0.875,6,2,2,0.75,2,6,6,0.25,1,7,7,0.125,0,8,8,0.0
69,13,11,2,0.84565,0.916371,0.616667,10,1,3,0.833333,10,1,3,0.833333,10,1,3,0.833333,10,1,3,0.833333,10,1,3,0.833333,10,1,3,0.833333,8,3,5,0.666667,4,7,9,0.333333,2,9,11,0.166667,0,11,13,0.0
70,8,7,1,0.792619,0.884314,0.6,7,0,1,0.933333,7,0,1,0.933333,7,0,1,0.933333,7,0,1,0.933333,7,0,1,0.933333,6,1,2,0.8,4,3,4,0.533333,0,7,8,0.0,0,7,8,0.0,0,7,8,0.0
71,5,5,0,0.787298,0.880993,0.58,5,0,0,1.0,5,0,0,1.0,5,0,0,1.0,5,0,0,1.0,4,1,1,0.8,3,2,2,0.6,2,3,3,0.4,0,5,5,0.0,0,5,5,0.0,0,5,5,0.0
72,15,10,5,0.896812,0.945599,0.488,8,2,7,0.64,8,2,7,0.64,8,2,7,0.64,8,2,7,0.64,8,2,7,0.64,6,4,9,0.48,5,5,10,0.4,5,5,10,0.4,3,7,12,0.24,2,8,13,0.16
73,10,5,5,0.867968,0.929318,0.306667,4,1,6,0.533333,3,2,7,0.4,3,2,7,0.4,3,2,7,0.4,2,3,8,0.266667,2,3,8,0.266667,2,3,8,0.266667,2,3,8,0.266667,2,3,8,0.266667,0,5,10,0.0
74,10,8,2,0.726918,0.841867,0.522222,8,0,2,0.888889,8,0,2,0.888889,8,0,2,0.888889,8,0,2,0.888889,6,2,4,0.666667,5,3,5,0.555556,3,5,7,0.333333,1,7,9,0.111111,0,8,10,0.0,0,8,10,0.0
75,38,25,13,0.6875,0.814815,0.285714,20,5,18,0.634921,20,5,18,0.634921,17,8,21,0.539683,15,10,23,0.47619,11,14,27,0.349206,5,20,33,0.15873,2,23,36,0.063492,0,25,38,0.0,0,25,38,0.0,0,25,38,0.0
76,1,1,0,0.784,0.878924,0.6,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,0,1,1,0.0,0,1,1,0.0,0,1,1,0.0,0,1,1,0.0
77,41,37,4,0.769139,0.869507,0.5,33,4,8,0.846154,33,4,8,0.846154,33,4,8,0.846154,31,6,10,0.794872,28,9,13,0.717949,22,15,19,0.564103,12,25,29,0.307692,3,34,38,0.076923,0,37,41,0.0,0,37,41,0.0
78,14,10,4,0.890098,0.941854,0.633333,10,0,4,0.833333,10,0,4,0.833333,9,1,5,0.75,9,1,5,0.75,9,1,5,0.75,8,2,6,0.666667,8,2,6,0.666667,7,3,7,0.583333,5,5,9,0.416667,1,9,13,0.083333
79,12,8,4,0.865778,0.928061,0.47,8,0,4,0.8,7,1,5,0.7,7,1,5,0.7,7,1,5,0.7,6,2,6,0.6,4,4,8,0.4,4,4,8,0.4,2,6,10,0.2,2,6,10,0.2,0,8,12,0.0
80,1,1,0,0.854749,0.921687,0.8,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,1,0,0,1.0,0,1,1,0.0,0,1,1,0.0
81,9,9,0,0.867733,0.929183,0.777778,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,8,1,1,0.888889,5,4,4,0.555556,3,6,6,0.333333,0,9,9,0.0
82,2,1,1,0.0,0.0,0.0,0,1,2,0.0,0,1,2,0.0,0,1,2,0.0,0,1,2,0.0,0,1,2,0.0,0,1,2,0.0,0,1,2,0.0,0,1,2,0.0,0,1,2,0.0,0,1,2,0.0
83,10,1,9,0.0,0.0,0.0,0,1,10,0.0,0,1,10,0.0,0,1,10,0.0,0,1,10,0.0,0,1,10,0.0,0,1,10,0.0,0,1,10,0.0,0,1,10,0.0,0,1,10,0.0,0,1,10,0.0
84,2,0,2,0.0,0.0,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0,0,0,2,0.0
85,27,16,11,0.628246,0.771685,0.255814,12,4,15,0.55814,11,5,16,0.511628,10,6,17,0.465116,7,9,20,0.325581,7,9,20,0.325581,4,12,23,0.186047,3,13,24,0.139535,1,15,26,0.046512,0,16,27,0.0,0,16,27,0.0
86,17,14,3,0.682301,0.811152,0.167742,4,10,13,0.258065,4,10,13,0.258065,4,10,13,0.258065,3,11,14,0.193548,3,11,14,0.193548,3,11,14,0.193548,3,11,14,0.193548,1,13,16,0.064516,1,13,16,0.064516,0,14,17,0.0
87,20,21,1,0.761433,0.864561,0.502439,17,4,3,0.829268,15,6,5,0.731707,14,7,6,0.682927,13,8,7,0.634146,12,9,8,0.585366,12,9,8,0.585366,11,10,9,0.536585,6,15,14,0.292683,3,18,17,0.146341,0,21,20,0.0
88,13,10,3,0.738131,0.849338,0.165217,5,5,8,0.434783,4,6,9,0.347826,2,8,11,0.173913,2,8,11,0.173913,2,8,11,0.173913,1,9,12,0.086957,1,9,12,0.086957,1,9,12,0.086957,1,9,12,0.086957,0,10,13,0.0
89,60,27,33,0.689467,0.816195,0.195402,16,11,44,0.367816,14,13,46,0.321839,13,14,47,0.298851,13,14,47,0.298851,13,14,47,0.298851,8,19,52,0.183908,6,21,54,0.137931,2,25,58,0.045977,0,27,60,0.0,0,27,60,0.0
90,43,26,17,0.585493,0.738562,0.266667,18,8,25,0.521739,16,10,27,0.463768,15,11,28,0.434783,13,13,30,0.376812,10,16,33,0.289855,7,19,36,0.202899,6,20,37,0.173913,4,22,39,0.115942,3,23,40,0.086957,0,26,43,0.0
91,30,7,23,0.628693,0.772021,0.059459,2,5,28,0.108108,2,5,28,0.108108,2,5,28,0.108108,2,5,28,0.108108,1,6,29,0.054054,1,6,29,0.054054,1,6,29,0.054054,0,7,30,0.0,0,7,30,0.0,0,7,30,0.0
92,48,28,20,0.684529,0.812725,0.257895,20,8,28,0.526316,19,9,29,0.5,16,12,32,0.421053,13,15,35,0.342105,11,17,37,0.289474,9,19,39,0.236842,6,22,42,0.157895,4,24,44,0.105263,0,28,48,0.0,0,28,48,0.0
93,44,29,15,0.600582,0.750455,0.293151,20,9,24,0.547945,20,9,24,0.547945,18,11,26,0.493151,15,14,29,0.410959,15,14,29,0.410959,11,18,33,0.30137,7,22,37,0.191781,1,28,43,0.027397,0,29,44,0.0,0,29,44,0.0
94,12,10,2,0.532132,0.694629,0.327273,6,4,6,0.545455,6,4,6,0.545455,6,4,6,0.545455,5,5,7,0.454545,5,5,7,0.454545,5,5,7,0.454545,2,8,10,0.181818,1,9,11,0.090909,0,10,12,0.0,0,10,12,0.0
95,61,37,24,0.590718,0.742706,0.165306,18,19,43,0.367347,16,21,45,0.326531,15,22,46,0.306122,13,24,48,0.265306,11,26,50,0.22449,7,30,54,0.142857,1,36,60,0.020408,0,37,61,0.0,0,37,61,0.0,0,37,61,0.0
96,11,6,5,0.570697,0.72668,0.141176,3,3,8,0.352941,2,4,9,0.235294,2,4,9,0.235294,1,5,10,0.117647,1,5,10,0.117647,1,5,10,0.117647,1,5,10,0.117647,1,5,10,0.117647,0,6,11,0.0,0,6,11,0.0
97,24,17,7,0.500549,0.667154,0.141463,11,6,13,0.536585,8,9,16,0.390244,5,12,19,0.243902,2,15,22,0.097561,2,15,22,0.097561,1,16,23,0.04878,0,17,24,0.0,0,17,24,0.0,0,17,24,0.0,0,17,24,0.0
98,30,17,13,0.306567,0.469271,0.076596,6,11,24,0.255319,3,14,27,0.12766,3,14,27,0.12766,3,14,27,0.12766,3,14,27,0.12766,0,17,30,0.0,0,17,30,0.0,0,17,30,0.0,0,17,30,0.0,0,17,30,0.0
99,95,22,73,0.712776,0.832305,0.095726,12,10,83,0.205128,12,10,83,0.205128,10,12,85,0.17094,8,14,87,0.136752,7,15,88,0.119658,4,18,91,0.068376,2,20,93,0.034188,1,21,94,0.017094,0,22,95,0.0,0,22,95,0.0
100,90,48,42,0.601627,0.75127,0.231884,28,20,62,0.405797,26,22,64,0.376812,26,22,64,0.376812,24,24,66,0.347826,20,28,70,0.289855,17,31,73,0.246377,12,36,78,0.173913,5,43,85,0.072464,2,46,88,0.028986,0,48,90,0.0
0,11,11,0,0.927242,0.962248,0.9,11,0,0,1.0,11,0,0,1.0,11,0,0,1.0,11,0,0,1.0,11,0,0,1.0,11,0,0,1.0,11,0,0,1.0,10,1,1,0.909091,9,2,2,0.818182,3,8,8,0.272727
1,9,9,0,0.915094,0.955665,0.833333,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,9,0,0,1.0,8,1,1,0.888889,8,1,1,0.888889,8,1,1,0.888889,7,2,2,0.777778,6,3,3,0.666667,2,7,7,0.222222
2,52,45,7,0.639264,0.77994,0.156701,17,28,35,0.350515,14,31,38,0.28866,14,31,38,0.28866,11,34,41,0.226804,9,36,43,0.185567,8,37,44,0.164948,2,43,50,0.041237,1,44,51,0.020619,0,45,52,0.0,0,45,52,0.0
